match_id,date,home_team,away_team,result_code,understat_home_win_prob,PolynomialLogReg_home_win_prob,Ridge_home_win_prob,Lasso_home_win_prob,KNN_home_win_prob,DecisionTree_home_win_prob,actual_home_win,RandomForest_home_win_prob,XGBoost_home_win_prob,Ensemble(RF+XGB)_home_win_prob
23381,2023-08-20,Lorient,Nice,1,0.0619,0.1349631249033288,0.2219590472009018,0.1663204917905047,0.2679727630083681,0.2597831691005074,0,0.2758792617171349,0.2670125070670016,0.27144588439206824
23396,2023-08-25,Nantes,Monaco,1,0.0003,0.0008955389937015,0.1749302366280814,0.1521303999293561,0.1943612627375726,0.1435066020391107,0,0.11720809683330209,0.20448502195511975,0.16084655939421091
23392,2023-08-26,Marseille,Brest,0,0.7603,0.4332053825850683,0.4600289774927434,0.3930507404017846,0.5387813219612394,0.2597831691005074,1,0.45137891506560934,0.3717920416651612,0.4115854783653853
23390,2023-08-27,Strasbourg,Toulouse,0,0.9442,0.2561011382380136,0.2981614206597339,0.2972364798070817,0.3070255000160317,0.2597831691005074,1,0.4264077931130503,0.3822134983131518,0.40431064571310105
23397,2023-08-27,Montpellier,Reims,2,0.2561,0.3852040152062893,0.3184825354423681,0.3280311293268554,0.3557497131808144,0.2597831691005074,0,0.41031364486804783,0.28831684084361214,0.34931524285583
23399,2023-09-02,Monaco,Lens,0,0.5591,0.9724348127961626,0.5101111464108888,0.5021316326488687,0.503680566823394,0.1858618569733913,1,0.6682878391646113,0.5089806162311129,0.5886342276978621
23406,2023-09-02,Brest,Rennes,1,0.7868,0.1794542430170945,0.146646751969004,0.1256352724708593,0.2415638515054135,0.1351619393046386,0,0.25500900808450616,0.1928305259175843,0.2239197670010452
23398,2023-09-03,Toulouse,Clermont Foot,1,0.1222,0.3516585640692015,0.3436459952067352,0.3210837304559131,0.4063584762752398,0.2597831691005074,0,0.37697087833519644,0.2691998668330835,0.32308537258413994
23400,2023-09-03,Lille,Montpellier,0,0.4945,0.0697035516198869,0.4743428808488142,0.4929147274612085,0.6124897631997854,0.5964394098125758,1,0.6418045677959338,0.6994016440726124,0.6706031059342731
23402,2023-09-03,Nice,Strasbourg,0,0.91,0.8528362267790219,0.4120295533626147,0.3950805295779288,0.5556606618830239,0.2597831691005074,1,0.6114550011996033,0.6918596805767822,0.6516573408881927
23414,2023-09-17,Reims,Brest,2,0.4899,0.2036841833697159,0.3397233130889461,0.4288304083076389,0.33127354836967,0.5964394098125758,0,0.35640039295772047,0.3555166853487799,0.35595853915325015
23408,2023-09-17,Strasbourg,Montpellier,1,0.7148,0.186745173361505,0.2644315232806788,0.2754046875570609,0.3133137668545586,0.2597831691005074,0,0.28667384036006366,0.25304807264179985,0.2698609565009318
23410,2023-09-17,Marseille,Toulouse,1,0.4169,0.6182141062150979,0.5077669712084384,0.4143480203977713,0.6470578762776805,0.2597831691005074,0,0.6418239643522078,0.42108110306411234,0.53145253370816
23417,2023-09-22,Monaco,Nice,2,0.589,0.5613526570648022,0.4965827380878666,0.5004866829845485,0.4449147986925637,0.5964394098125758,0,0.6197639979423618,0.45425218079228297,0.5370080893673224
23420,2023-09-23,Nantes,Lorient,0,0.6029,0.352058797090845,0.2838774040833896,0.3292479458061987,0.3565717529851638,0.479761292773966,1,0.4663632755643892,0.3238501895649243,0.3951067325646568
23424,2023-09-23,Brest,Lyon,0,0.9018,0.0399179939099858,0.2781104409253259,0.1983201214885078,0.295178773401461,0.1351619393046386,1,0.28616490238310105,0.07353429002682657,0.17984959620496382
23419,2023-09-24,Lens,Toulouse,0,0.8866,0.863685810523591,0.514446363281471,0.5454043236122854,0.5381142539939359,0.1858618569733913,1,0.7997772070759758,0.8858239300234539,0.8428005685497149
