match_id,date,season,match_week,home_team,away_team,home_roll_xg_for,home_roll_xg_against,home_roll_xg_diff,away_roll_xg_for,away_roll_xg_against,away_roll_xg_diff,net_xg_diff,home_roll_goals_for,home_roll_goals_against,home_roll_goal_diff,away_roll_goals_for,away_roll_goals_against,away_roll_goal_diff,net_goal_diff,home_roll_won,away_roll_won,net_win_rate,home_roll_points,away_roll_points,net_points,home_squad_value,away_squad_value,squad_value_ratio,log_squad_value_ratio,squad_value_diff,home_avg_player_value,away_avg_player_value,home_squad_age,away_squad_age,home_win_prob,draw_prob,away_win_prob,result,home_roll_poss,away_roll_poss,net_poss,home_attackers,away_attackers,net_attackers,home_roll_gf_fbref,home_roll_ga_fbref,away_roll_gf_fbref,away_roll_ga_fbref,home_player_ga90,away_player_ga90,net_player_ga90,home_starter_ga90,away_starter_ga90,net_starter_ga90,home_squad_depth,away_squad_depth,net_squad_depth,home_minutes_conc,away_minutes_conc,result_code
12754,2019-09-15,2019,8,Saint-Etienne,Toulouse,1.1313546,1.5676987999999998,-0.4363441999999999,1.0867999999999998,1.913114,-0.8263140000000004,0.3899698000000005,0.8,1.4,-0.5999999999999999,1.0,1.4,-0.3999999999999999,-0.1999999999999999,0.2,0.4,-0.2,1.0,1.4,-0.3999999999999999,85000000,85000000,1.0,0.0,0,3695652.0,3695652.0,26.0,26.0,0.1386,0.2396,0.6218,D,,49.8,,,1.0,,,,1.0,1.4,,0.08413793103448278,,,0.10227272727272728,,,0.07512987012987013,,,0.6967283224633807,1
12763,2019-09-20,2019,9,Strasbourg,Nantes,1.1389662,0.9604032,0.178563,0.8015272,0.8768106000000001,-0.0752834000000001,0.2538464000000001,0.6,1.2,-0.6,1.0,0.6,0.4,-1.0,0.0,0.6,-0.6,0.6,2.0,-1.4,85000000,85000000,1.0,0.0,0,3695652.0,3695652.0,26.0,26.0,0.7618,0.1754,0.0628,H,50.0,53.6,-3.6000000000000014,2.0,1.0,1.0,0.6,1.2,1.0,0.6,0.2053846153846154,0.1281818181818182,0.07720279720279719,0.2810526315789474,0.17272727272727273,0.10832535885167466,0.2810526315789474,0.13363636363636364,0.14741626794258375,0.7372608498975546,0.6775539683813498,0
12759,2019-09-21,2019,9,Reims,Monaco,1.0254379999999998,0.7746626,0.2507753999999998,1.8156344,1.8536147999999997,-0.0379803999999996,0.2887557999999995,0.8,0.4,0.4,1.4,2.8,-1.4,1.7999999999999998,0.4,0.0,0.4,1.4,0.4,1.0,60000000,320000000,0.1875,-1.6739764335716716,-260000000,2608696.0,12800000.0,25.2,24.8,0.5332,0.2885,0.1783,D,45.2,44.2,1.0,1.0,2.0,-1.0,0.8,0.4,1.4,2.8,0.14777777777777776,0.12833333333333335,0.019444444444444403,0.21,0.12,0.09,0.18666666666666665,-0.018421052631578977,0.20508771929824562,0.777389867547904,0.6120516729519377,1
12760,2019-09-21,2019,9,Metz,Amiens,0.963414,1.5998158,-0.6364018000000001,0.542403,1.4657176,-0.9233146,0.2869127999999999,0.8,1.6,-0.8,1.0,1.6,-0.6000000000000001,-0.1999999999999999,0.2,0.2,0.0,0.8,0.8,0.0,50000000,38000000,1.3157894736842106,0.2744368457017603,12000000,2272727.0,1727273.0,26.5,26.2,0.3195,0.2822,0.3983,A,47.8,44.4,3.3999999999999986,3.0,1.0,2.0,0.8,1.6,1.0,1.6,,0.12038461538461538,,,0.14473684210526314,,,0.09045112781954885,,,0.7179152226073047,2
12762,2019-09-21,2019,9,Bordeaux,Brest,1.036917,0.8784288,0.1584882,0.9213814,1.4388093999999998,-0.5174279999999997,0.6759161999999997,1.4,1.0,0.3999999999999999,0.6,1.0,-0.4,0.7999999999999999,0.4,0.2,0.2,1.6,1.2,0.4000000000000001,85000000,50000000,1.7,0.5306282510621704,35000000,3695652.0,2272727.0,26.0,26.5,0.407,0.2637,0.3293,D,54.0,49.4,4.600000000000001,3.0,1.0,2.0,1.4,1.0,0.6,1.0,0.11090909090909092,,,0.1605,,,0.12588461538461537,,,0.6910484430913849,,1
12764,2019-09-21,2019,9,Marseille,Montpellier,1.2892368,1.2744818,0.014755,1.6250004,0.9758124,0.649188,-0.6344329999999999,1.4,1.2,0.1999999999999999,0.8,0.8,0.0,0.1999999999999999,0.6,0.4,0.1999999999999999,2.0,1.4,0.6000000000000001,220000000,85000000,2.588235294117647,0.9509762898620452,135000000,9166667.0,3695652.0,26.5,26.0,0.6335,0.3315,0.035,D,51.0,46.6,4.399999999999999,3.0,2.0,1.0,1.4,1.2,0.8,0.8,0.24708333333333332,0.19920000000000002,0.047883333333333306,0.2345,0.162,0.07249999999999998,-0.07550000000000001,-0.093,0.017499999999999988,0.7057206894711564,0.8452336448598131,1
12765,2019-09-21,2019,9,Nimes,Toulouse,1.296869,1.9333808,-0.6365118000000001,1.3939743999999998,1.917686,-0.5237116000000004,-0.1128001999999996,1.2,1.4,-0.1999999999999999,1.2,1.4,-0.1999999999999999,0.0,0.2,0.4,-0.2,1.0,1.6,-0.6000000000000001,50000000,85000000,0.5882352941176471,-0.5306282510621704,-35000000,2272727.0,3695652.0,26.5,26.0,0.5671,0.2595,0.1734,H,,46.4,,,1.0,,,,1.2,1.4,,0.08413793103448278,,,0.10227272727272728,,,0.07512987012987013,,,0.6967283224633807,0
12768,2019-09-21,2019,9,Nice,Dijon,1.66978,1.265272,0.4045080000000001,1.0244828,0.9847992,0.0396835999999999,0.3648244000000001,1.6,1.4,0.2000000000000001,0.2,1.4,-1.2,1.4,0.6,0.0,0.6,1.8,0.2,1.6,120000000,50000000,2.4,0.8754687373538999,70000000,5000000.0,2272727.0,25.6,26.5,0.3344,0.3107,0.3549,H,58.0,52.8,5.200000000000003,3.0,1.0,2.0,1.6,1.4,0.2,1.4,0.11166666666666668,0.12384615384615386,-0.012179487179487178,0.11850000000000001,0.11954545454545457,-0.0010454545454545577,0.020500000000000004,-0.027954545454545426,0.04845454545454543,0.7483268897480336,0.7030510468754179,0
12761,2019-09-22,2019,10,Lyon,Paris Saint Germain,1.2346948000000002,0.829989,0.4047058000000002,2.4039706,0.622615,1.7813556,-1.3766497999999996,2.4,0.8,1.6,2.2,0.4,1.8000000000000005,-0.2000000000000004,0.4,0.8,-0.4,1.6,2.4,-0.7999999999999998,290000000,830000000,0.3493975903614458,-1.051544777810124,-540000000,11600000.0,31923077.0,25.9,26.1,0.104,0.2902,0.6058,A,54.8,,,2.0,,,2.4,0.8,,,0.222,,,0.2921052631578947,,,0.2921052631578947,,,0.7428053719889149,,2
12766,2019-09-22,2019,10,Angers,Saint-Etienne,1.211723,1.0230073999999998,0.1887156000000003,1.1048326,1.6189107999999997,-0.5140781999999997,0.7027938,1.8,1.8,0.0,1.0,1.6,-0.6000000000000001,0.6000000000000001,0.6,0.2,0.3999999999999999,1.8,1.0,0.8,50000000,85000000,0.5882352941176471,-0.5306282510621704,-35000000,2272727.0,3695652.0,26.5,26.0,0.6617,0.2231,0.1152,H,41.0,,,1.0,,,1.8,1.8,,,0.14916666666666667,,,0.15375,,,0.013749999999999984,,,0.7919343231068582,,0
12767,2019-09-22,2019,10,Rennes,Lille,0.773813,1.4204874,-0.6466744000000001,1.4527915999999998,1.0121456000000002,0.4406459999999996,-1.0873204,1.2,0.6,0.6,1.4,1.0,0.3999999999999999,0.2,0.6,0.6,0.0,2.0,1.8,0.1999999999999999,160000000,190000000,0.8421052631578947,-0.1718502569266592,-30000000,6666667.0,7916667.0,24.2,24.8,0.1838,0.3256,0.4906,D,46.0,54.2,-8.200000000000003,2.0,1.0,1.0,1.2,0.6,1.4,1.0,0.15857142857142859,0.256,-0.09742857142857142,0.2114285714285714,0.26842105263157895,-0.05699248120300754,0.2114285714285714,0.051754385964912275,0.15967418546365914,0.7352126185654908,0.7721859597708806,1
12769,2019-09-24,2019,10,Monaco,Nice,1.8466136,1.957332,-0.1107183999999998,1.513038,1.3662614,0.1467765999999999,-0.2574949999999998,1.4,2.2,-0.8000000000000003,1.6,1.4,0.2000000000000001,-1.0000000000000004,0.0,0.6,-0.6,0.6,1.8,-1.2000000000000002,320000000,120000000,2.6666666666666665,0.9808292530117262,200000000,12800000.0,5000000.0,24.8,25.6,0.8169,0.1312,0.0519,H,47.2,57.4,-10.199999999999996,2.0,3.0,-1.0,1.4,2.2,1.6,1.4,0.12833333333333335,0.11166666666666668,0.016666666666666677,0.12,0.11850000000000001,0.0014999999999999875,-0.018421052631578977,0.020500000000000004,-0.03892105263157898,0.6120516729519377,0.7483268897480336,0
12775,2019-09-24,2019,10,Dijon,Marseille,0.8160468000000002,1.0184098,-0.2023629999999999,1.3311414,1.0356798,0.2954616000000001,-0.4978246,0.2,1.4,-1.2,1.6,1.0,0.6000000000000001,-1.8,0.0,0.6,-0.6,0.2,2.2,-2.0,50000000,220000000,0.2272727272727272,-1.4816045409242156,-170000000,2272727.0,9166667.0,26.5,26.5,0.4723,0.2611,0.2666,D,49.0,51.4,-2.3999999999999986,1.0,3.0,-2.0,0.2,1.4,1.6,1.0,0.12384615384615386,0.24708333333333332,-0.12323717948717947,0.11954545454545457,0.2345,-0.11495454545454542,-0.027954545454545426,-0.07550000000000001,0.047545454545454585,0.7030510468754179,0.7057206894711564,1
12770,2019-09-25,2019,11,Brest,Lyon,0.7323314,1.4661374,-0.7338060000000001,1.1427016,0.9687784,0.1739232,-0.9077292,0.8,1.2,-0.3999999999999999,1.8,1.0,0.8,-1.2,0.2,0.2,0.0,1.2,1.0,0.1999999999999999,50000000,290000000,0.1724137931034483,-1.7578579175523736,-240000000,2272727.0,11600000.0,26.5,25.9,0.1461,0.303,0.5509,D,50.8,50.0,0.7999999999999972,1.0,1.0,0.0,0.8,1.2,1.8,1.0,,0.222,,,0.2921052631578947,,,0.2921052631578947,,,0.7428053719889149,1
12771,2019-09-25,2019,11,Nantes,Rennes,0.8085684000000001,1.0100086,-0.2014402,0.6688832,1.1300214,-0.4611381999999999,0.2596979999999999,1.0,0.6,0.4,1.2,0.8,0.3999999999999999,1.1102230246251563e-16,0.6,0.4,0.1999999999999999,2.0,1.6,0.3999999999999999,85000000,160000000,0.53125,-0.6325225587435105,-75000000,3695652.0,6666667.0,26.0,24.2,0.4437,0.3566,0.1997,H,52.2,47.2,5.0,1.0,2.0,-1.0,1.0,0.6,1.2,0.8,0.1281818181818182,0.15857142857142859,-0.030389610389610383,0.17272727272727273,0.2114285714285714,-0.03870129870129868,0.13363636363636364,0.2114285714285714,-0.07779220779220777,0.6775539683813498,0.7352126185654908,0
12772,2019-09-25,2019,11,Paris Saint Germain,Reims,1.9321986,0.6361512,1.2960474000000002,1.036102,0.7433670000000001,0.2927349999999999,1.0033124000000002,1.8,0.4,1.4,0.4,0.4,0.0,1.4,0.8,0.2,0.6000000000000001,2.4,1.0,1.4,830000000,60000000,13.833333333333334,2.627081138568543,770000000,31923077.0,2608696.0,26.1,25.2,0.152,0.3002,0.5478,A,,47.2,,,1.0,,,,0.4,0.4,,0.14777777777777776,,,0.21,,,0.18666666666666665,,,0.777389867547904,2
12773,2019-09-25,2019,11,Saint-Etienne,Metz,1.0803733999999998,1.5741467999999998,-0.4937734,1.2087304,1.6070917999999998,-0.3983614,-0.095412,0.8,2.2,-1.4,0.8,1.8,-1.0,-0.4000000000000001,0.0,0.2,-0.2,0.4,0.6,-0.1999999999999999,85000000,50000000,1.7,0.5306282510621704,35000000,3695652.0,2272727.0,26.0,26.5,0.3994,0.3787,0.2219,A,,50.0,,,3.0,,,,0.8,1.8,,,,,,,,,,,,2
12774,2019-09-25,2019,11,Montpellier,Nimes,1.1335424,0.9585624,0.1749800000000001,1.5613576000000002,1.3790342,0.1823234000000002,-0.0073434000000001,1.0,0.8,0.1999999999999999,1.4,0.8,0.5999999999999999,-0.3999999999999999,0.4,0.4,0.0,1.6,1.6,0.0,85000000,50000000,1.7,0.5306282510621704,35000000,3695652.0,2272727.0,26.0,26.5,0.2493,0.4011,0.3496,H,42.4,,,2.0,,,1.0,0.8,,,0.19920000000000002,,,0.162,,,-0.093,,,0.8452336448598131,,0
12776,2019-09-25,2019,11,Toulouse,Angers,1.2772717999999998,1.777306,-0.5000342000000002,1.292415,0.9228295999999998,0.3695854000000003,-0.8696196000000005,1.0,1.4,-0.3999999999999999,2.0,1.8,0.1999999999999999,-0.5999999999999999,0.4,0.6,-0.1999999999999999,1.4,1.8,-0.4000000000000001,85000000,50000000,1.7,0.5306282510621704,35000000,3695652.0,2272727.0,26.0,26.5,0.0547,0.2427,0.7026,A,45.8,41.4,4.399999999999999,3.0,3.0,0.0,1.0,1.4,2.0,1.8,0.08413793103448278,0.14916666666666667,-0.06502873563218389,0.10227272727272728,0.15375,-0.05147727272727272,0.07512987012987013,0.013749999999999984,0.061379870129870145,0.6967283224633807,0.7919343231068582,2
12777,2019-09-25,2019,11,Lille,Strasbourg,1.4333915999999998,1.0376218,0.3957697999999996,1.1917002,1.0206688000000002,0.1710313999999999,0.2247383999999996,1.2,1.0,0.1999999999999999,0.8,1.2,-0.3999999999999999,0.5999999999999999,0.4,0.2,0.2,1.4,1.0,0.3999999999999999,190000000,85000000,2.235294117647059,0.8043728156701697,105000000,7916667.0,3695652.0,24.8,26.0,0.9595,0.0343,0.0062,H,53.2,50.2,3.0,2.0,1.0,1.0,1.2,1.0,0.8,1.2,0.256,0.2053846153846154,0.05061538461538462,0.26842105263157895,0.2810526315789474,-0.012631578947368438,0.051754385964912275,0.2810526315789474,-0.2292982456140351,0.7721859597708806,0.7372608498975546,0
12778,2019-09-25,2019,11,Amiens,Bordeaux,0.7505643999999999,1.3878136,-0.6372492,1.090777,0.8505267999999999,0.2402501999999999,-0.8774993999999999,1.2,1.4,-0.1999999999999999,1.6,0.8,0.8,-1.0,0.4,0.4,0.0,1.4,1.8,-0.4000000000000001,38000000,85000000,0.4470588235294118,-0.8050650967639307,-47000000,1727273.0,3695652.0,26.2,26.0,0.5836,0.2787,0.1377,A,48.0,54.6,-6.600000000000001,1.0,3.0,-2.0,1.2,1.4,1.6,0.8,0.12038461538461538,0.11090909090909092,0.009475524475524466,0.14473684210526314,0.1605,-0.015763157894736868,0.09045112781954885,0.12588461538461537,-0.03543348756506652,0.7179152226073047,0.6910484430913849,2
12779,2019-09-28,2019,11,Nice,Lille,1.2350152,1.5937414,-0.3587262,1.979044,0.8701092000000001,1.1089348,-1.467661,1.4,1.8,-0.4000000000000001,1.6,0.8,0.8,-1.2000000000000002,0.4,0.6,-0.1999999999999999,1.2,2.0,-0.8,120000000,190000000,0.631578947368421,-0.4595323293784402,-70000000,5000000.0,7916667.0,25.6,24.8,0.2705,0.3008,0.4287,D,60.2,56.2,4.0,3.0,1.0,2.0,1.4,1.8,1.6,0.8,0.11166666666666668,0.256,-0.1443333333333333,0.11850000000000001,0.26842105263157895,-0.14992105263157895,0.020500000000000004,0.051754385964912275,-0.03125438596491227,0.7483268897480336,0.7721859597708806,1
12780,2019-09-28,2019,11,Bordeaux,Paris Saint Germain,1.06614,0.9799746,0.0861654000000001,1.8693786000000003,0.6338931999999999,1.2354854000000004,-1.1493200000000003,2.0,0.8,1.2,1.6,0.4,1.2000000000000002,-2.220446049250313e-16,0.6,0.8,-0.2,2.2,2.4,-0.1999999999999997,85000000,830000000,0.1024096385542168,-2.278774444300327,-745000000,3695652.0,31923077.0,26.0,26.1,0.0026,0.033,0.9644,A,52.4,,,3.0,,,2.0,0.8,,,0.11090909090909092,,,0.1605,,,0.12588461538461537,,,0.6910484430913849,,2
12781,2019-09-28,2019,11,Angers,Amiens,1.4943316,0.6692947999999999,0.8250368000000001,0.8021904,1.4616882,-0.6594978,1.4845346,2.4,0.6,1.7999999999999998,1.2,2.0,-0.8,2.5999999999999996,0.8,0.2,0.6000000000000001,2.4,0.8,1.6,50000000,38000000,1.3157894736842106,0.2744368457017603,12000000,2272727.0,1727273.0,26.5,26.2,0.2902,0.3215,0.3883,D,43.4,47.2,-3.8000000000000043,1.0,1.0,0.0,2.4,0.6,1.2,2.0,0.14916666666666667,0.12038461538461538,0.028782051282051288,0.15375,0.14473684210526314,0.009013157894736862,0.013749999999999984,0.09045112781954885,-0.07670112781954887,0.7919343231068582,0.7179152226073047,1
12782,2019-09-28,2019,11,Monaco,Brest,2.1746118,1.4568872,0.7177246000000002,0.7336034,1.2488174,-0.5152139999999998,1.2329386,2.0,1.8,0.1999999999999999,1.0,1.4,-0.3999999999999999,0.5999999999999999,0.2,0.2,0.0,1.2,1.2,0.0,320000000,50000000,6.4,1.8562979903656265,270000000,12800000.0,2272727.0,24.8,26.5,0.9697,0.026,0.0043,H,44.6,50.6,-6.0,2.0,1.0,1.0,2.0,1.8,1.0,1.4,0.12833333333333335,,,0.12,,,-0.018421052631578977,,,0.6120516729519377,,0
12783,2019-09-28,2019,11,Metz,Toulouse,0.6928529999999998,1.6172618,-0.9244088000000004,0.998771,1.806776,-0.808005,-0.1164038000000002,0.4,1.8,-1.4,0.8,1.8,-1.0,-0.3999999999999999,0.2,0.2,0.0,0.6,0.8,-0.2,50000000,85000000,0.5882352941176471,-0.5306282510621704,-35000000,2272727.0,3695652.0,26.5,26.0,0.5732,0.2666,0.1602,D,49.8,46.6,3.1999999999999957,3.0,1.0,2.0,0.4,1.8,0.8,1.8,,0.08413793103448278,,,0.10227272727272728,,,0.07512987012987013,,,0.6967283224633807,1
12784,2019-09-28,2019,11,Lyon,Nantes,1.0694796,1.0007164,0.0687632,1.0278938,0.9533446,0.0745491999999998,-0.0057859999999998,1.0,1.4,-0.3999999999999999,1.2,0.6,0.6,-1.0,0.0,0.8,-0.8,0.6,2.4,-1.7999999999999998,290000000,85000000,3.411764705882353,1.2272296664902032,205000000,11600000.0,3695652.0,25.9,26.0,0.4618,0.3537,0.1845,A,47.8,50.0,-2.200000000000003,3.0,1.0,2.0,1.0,1.4,1.2,0.6,0.222,0.1281818181818182,0.0938181818181818,0.2921052631578947,0.17272727272727273,0.11937799043062197,0.2921052631578947,0.13363636363636364,0.15846889952153106,0.7428053719889149,0.6775539683813498,2
12788,2019-09-28,2019,11,Reims,Dijon,1.2034722,0.7375194,0.4659527999999999,0.9229388,0.9577258,-0.034787,0.5007398,0.8,0.4,0.4,0.2,1.2,-1.0,1.4,0.4,0.0,0.4,1.4,0.4,1.0,60000000,50000000,1.2,0.1823215567939546,10000000,2608696.0,2272727.0,25.2,26.5,0.1774,0.2765,0.5461,A,41.2,48.6,-7.399999999999999,1.0,1.0,0.0,0.8,0.4,0.2,1.2,0.14777777777777776,0.12384615384615386,0.023931623931623902,0.21,0.11954545454545457,0.09045454545454543,0.18666666666666665,-0.027954545454545426,0.21462121212121207,0.777389867547904,0.7030510468754179,2
12785,2019-09-29,2019,12,Strasbourg,Montpellier,1.1266802,1.5574370000000002,-0.4307568000000001,1.1128408,0.9453766,0.1674642,-0.5982210000000002,0.8,1.6,-0.8,1.0,0.6,0.4,-1.2000000000000002,0.2,0.6,-0.3999999999999999,0.8,2.0,-1.2,85000000,85000000,1.0,0.0,0,3695652.0,3695652.0,26.0,26.0,0.0737,0.2468,0.6795,H,48.8,46.6,2.1999999999999957,2.0,2.0,0.0,0.8,1.6,1.0,0.6,0.2053846153846154,0.19920000000000002,0.006184615384615372,0.2810526315789474,0.162,0.11905263157894738,0.2810526315789474,-0.093,0.3740526315789474,0.7372608498975546,0.8452336448598131,0
12786,2019-09-29,2019,12,Marseille,Rennes,1.3263874,1.3179452,0.0084421999999999,0.6431091999999999,1.2469796,-0.6038704,0.6123126,1.6,1.0,0.6000000000000001,0.8,0.8,0.0,0.6000000000000001,0.6,0.2,0.3999999999999999,2.2,1.0,1.2000000000000002,220000000,160000000,1.375,0.3184537311185346,60000000,9166667.0,6666667.0,26.5,24.2,0.3062,0.3944,0.2994,D,53.2,50.6,2.6000000000000014,1.0,2.0,-1.0,1.6,1.0,0.8,0.8,0.24708333333333332,0.15857142857142859,0.08851190476190474,0.2345,0.2114285714285714,0.023071428571428576,-0.07550000000000001,0.2114285714285714,-0.2869285714285714,0.7057206894711564,0.7352126185654908,1
12787,2019-09-29,2019,12,Nimes,Saint-Etienne,1.452901,1.0949948,0.3579061999999999,0.7993432,1.580502,-0.7811587999999998,1.1390649999999998,1.2,0.6,0.6,0.6,2.2,-1.6,2.2,0.4,0.0,0.4,1.6,0.2,1.4,50000000,85000000,0.5882352941176471,-0.5306282510621704,-35000000,2272727.0,3695652.0,26.5,26.0,0.5845,0.2659,0.1496,A,,,,,,,,,,,,,,,,,,,,,,2
12791,2019-10-04,2019,12,Amiens,Marseille,0.9352854,1.2262374,-0.2909520000000001,1.1318968,1.1065244,0.0253723999999999,-0.3163244,1.2,1.8,-0.6000000000000001,1.4,1.0,0.3999999999999999,-1.0,0.2,0.4,-0.2,1.0,1.8,-0.8,38000000,220000000,0.1727272727272727,-1.756041386625976,-182000000,1727273.0,9166667.0,26.2,26.5,0.927,0.0599,0.0131,H,48.0,56.6,-8.600000000000001,1.0,1.0,0.0,1.2,1.8,1.4,1.0,0.12038461538461538,0.24708333333333332,-0.12669871794871795,0.14473684210526314,0.2345,-0.08976315789473685,0.09045112781954885,-0.07550000000000001,0.16595112781954885,0.7179152226073047,0.7057206894711564,0
12790,2019-10-05,2019,13,Dijon,Strasbourg,1.1590366,0.9893132,0.1697233999999998,0.8806072,1.714476,-0.8338688000000001,1.0035922,0.6,1.0,-0.4,1.0,1.2,-0.1999999999999999,-0.2,0.2,0.4,-0.2,1.0,1.4,-0.3999999999999999,50000000,85000000,0.5882352941176471,-0.5306282510621704,-35000000,2272727.0,3695652.0,26.5,26.0,0.4793,0.3137,0.207,H,48.0,48.0,0.0,2.0,1.0,1.0,0.6,1.0,1.0,1.2,0.12384615384615386,0.2053846153846154,-0.08153846153846153,0.11954545454545457,0.2810526315789474,-0.16150717703349282,-0.027954545454545426,0.2810526315789474,-0.3090071770334928,0.7030510468754179,0.7372608498975546,0
12792,2019-10-05,2019,13,Montpellier,Monaco,0.9907248,0.8149955999999999,0.1757292,2.4500598000000005,1.0878276,1.3622322000000004,-1.1865030000000003,0.8,0.8,0.0,2.4,1.6,0.7999999999999998,-0.7999999999999998,0.4,0.4,0.0,1.4,1.6,-0.2000000000000001,85000000,320000000,0.265625,-1.3256697393034558,-235000000,3695652.0,12800000.0,26.0,24.8,0.7336,0.1659,0.1005,H,47.2,46.2,1.0,2.0,2.0,0.0,0.8,0.8,2.4,1.6,0.19920000000000002,0.12833333333333335,0.07086666666666666,0.162,0.12,0.04200000000000001,-0.093,-0.018421052631578977,-0.07457894736842102,0.8452336448598131,0.6120516729519377,0
12794,2019-10-05,2019,13,Paris Saint Germain,Angers,1.4947346,0.514864,0.9798706,1.2542548,0.8483451999999998,0.4059096000000002,0.5739609999999997,1.0,0.4,0.6,2.0,0.8,1.2,-0.6,0.8,0.6,0.2,2.4,2.0,0.3999999999999999,830000000,50000000,16.6,2.8094026953624978,780000000,31923077.0,2272727.0,26.1,26.5,0.9505,0.0404,0.0091,H,,47.8,,,1.0,,,,2.0,0.8,,0.14916666666666667,,,0.15375,,,0.013749999999999984,,,0.7919343231068582,0
12795,2019-10-05,2019,13,Toulouse,Bordeaux,1.0228746000000002,1.170516,-0.1476413999999997,0.961837,1.4999024,-0.5380654,0.3904240000000003,1.2,1.4,-0.1999999999999999,1.6,1.0,0.6000000000000001,-0.8,0.2,0.4,-0.2,1.0,1.6,-0.6000000000000001,85000000,85000000,1.0,0.0,0,3695652.0,3695652.0,26.0,26.0,0.2593,0.3252,0.4155,A,51.4,49.0,2.3999999999999986,3.0,3.0,0.0,1.2,1.4,1.6,1.0,0.08413793103448278,0.11090909090909092,-0.02677115987460814,0.10227272727272728,0.1605,-0.058227272727272725,0.07512987012987013,0.12588461538461537,-0.05075474525474524,0.6967283224633807,0.6910484430913849,2
12796,2019-10-05,2019,13,Brest,Metz,0.7070354,1.8461066,-1.1390712,0.9686754,1.3605618,-0.3918864000000001,-0.7471848,1.0,2.2,-1.2000000000000002,0.8,1.6,-0.8,-0.4000000000000001,0.0,0.2,-0.2,0.6,0.8,-0.2,50000000,50000000,1.0,0.0,0,2272727.0,2272727.0,26.5,26.5,0.5199,0.3196,0.1605,H,49.0,46.6,2.3999999999999986,1.0,3.0,-2.0,1.0,2.2,0.8,1.6,,,,,,,,,,,,0
12798,2019-10-05,2019,13,Nantes,Nice,0.7149002,1.0704948,-0.3555946000000001,1.1012772,1.5354874,-0.4342102000000001,0.0786156,1.0,0.4,0.6,1.4,1.6,-0.2000000000000001,0.8000000000000002,0.8,0.4,0.4,2.4,1.4,1.0,85000000,120000000,0.7083333333333334,-0.3448404862917295,-35000000,3695652.0,5000000.0,26.0,25.6,0.6987,0.2405,0.0608,H,44.8,59.6,-14.800000000000004,1.0,3.0,-2.0,1.0,0.4,1.4,1.6,0.1281818181818182,0.11166666666666668,0.016515151515151524,0.17272727272727273,0.11850000000000001,0.05422727272727272,0.13363636363636364,0.020500000000000004,0.11313636363636363,0.6775539683813498,0.7483268897480336,0
12789,2019-10-06,2019,13,Rennes,Reims,0.6803234,1.057627,-0.3773036000000001,1.201887,0.914965,0.2869219999999998,-0.6642255999999999,0.6,1.0,-0.4,1.0,0.6,0.4,-0.8,0.0,0.4,-0.4,0.6,1.4,-0.7999999999999999,160000000,60000000,2.6666666666666665,0.9808292530117262,100000000,6666667.0,2608696.0,24.2,25.2,0.1768,0.2157,0.6075,A,49.8,43.2,6.599999999999994,2.0,1.0,1.0,0.6,1.0,1.0,0.6,0.15857142857142859,0.14777777777777776,0.010793650793650827,0.2114285714285714,0.21,0.001428571428571418,0.2114285714285714,0.18666666666666665,0.024761904761904763,0.7352126185654908,0.777389867547904,2
12793,2019-10-06,2019,13,Lille,Nimes,1.717534,0.9242312,0.7933028,1.347099,0.7860305999999999,0.5610684000000001,0.2322343999999998,1.2,1.0,0.1999999999999999,0.8,0.4,0.4,-0.2,0.4,0.4,0.0,1.6,1.4,0.2000000000000001,190000000,50000000,3.8,1.33500106673234,140000000,7916667.0,2272727.0,24.8,26.5,0.5877,0.2299,0.1824,D,54.4,,,2.0,,,1.2,1.0,,,0.256,,,0.26842105263157895,,,0.051754385964912275,,,0.7721859597708806,,1
12797,2019-10-06,2019,13,Saint-Etienne,Lyon,0.810637,1.3901679999999998,-0.5795309999999998,1.0534848,0.7254908,0.3279940000000001,-0.907525,0.8,1.6,-0.8,1.0,1.4,-0.3999999999999999,-0.4000000000000001,0.2,0.0,0.2,0.8,0.6,0.2,85000000,290000000,0.293103448275862,-1.2272296664902034,-205000000,3695652.0,11600000.0,26.0,25.9,0.4066,0.4317,0.1617,H,,50.4,,,2.0,,,,1.0,1.4,,0.222,,,0.2921052631578947,,,0.2921052631578947,,,0.7428053719889149,0
12803,2019-10-18,2019,14,Nice,Paris Saint Germain,0.8178240000000001,1.684594,-0.86677,1.7625246,0.540438,1.2220866,-2.0888566,1.0,1.6,-0.6000000000000001,1.4,0.4,1.0,-1.6,0.2,0.8,-0.6000000000000001,0.8,2.4,-1.6,120000000,830000000,0.144578313253012,-1.9339339580085977,-710000000,5000000.0,31923077.0,25.6,26.1,0.0135,0.0536,0.9329,A,59.8,,,3.0,,,1.0,1.6,,,0.11166666666666668,,,0.11850000000000001,,,0.020500000000000004,,,0.7483268897480336,,2
