match_id,date,season,match_week,home_team,away_team,home_roll_xg_for,home_roll_xg_against,home_roll_xg_diff,away_roll_xg_for,away_roll_xg_against,away_roll_xg_diff,net_xg_diff,home_roll_goals_for,home_roll_goals_against,home_roll_goal_diff,away_roll_goals_for,away_roll_goals_against,away_roll_goal_diff,net_goal_diff,home_roll_won,away_roll_won,net_win_rate,home_roll_points,away_roll_points,net_points,home_squad_value,away_squad_value,squad_value_ratio,log_squad_value_ratio,squad_value_diff,home_avg_player_value,away_avg_player_value,home_squad_age,away_squad_age,home_win_prob,draw_prob,away_win_prob,result,home_roll_poss,away_roll_poss,net_poss,home_attackers,away_attackers,net_attackers,home_roll_gf_fbref,home_roll_ga_fbref,away_roll_gf_fbref,away_roll_ga_fbref,home_player_ga90,away_player_ga90,net_player_ga90,home_starter_ga90,away_starter_ga90,net_starter_ga90,home_squad_depth,away_squad_depth,net_squad_depth,home_minutes_conc,away_minutes_conc,result_code,home_pl_sh_p90,home_pl_sot_p90,home_pl_def_p90,home_pl_gls_p90,home_pl_ast_p90,home_pl_starter_mins,home_pl_pct_fw,home_pl_depth_sh,home_pl_n_players,away_pl_sh_p90,away_pl_sot_p90,away_pl_def_p90,away_pl_gls_p90,away_pl_ast_p90,away_pl_starter_mins,away_pl_pct_fw,away_pl_depth_sh,away_pl_n_players,net_pl_sh_p90,net_pl_sot_p90,net_pl_def_p90,net_pl_gls_p90,net_pl_ast_p90,net_pl_starter_mins,net_pl_pct_fw,net_pl_depth_sh
10666,2018-08-25,2018,4,Toulouse,Nimes,0.7558834999999999,2.1238675,-1.3679840000000003,1.4225599999999998,1.7958835,-0.3733235000000001,-0.9946605000000002,1.0,2.5,-1.5,3.5,2.0,1.5,-3.0,0.5,1.0,-0.5,1.5,3.0,-1.5,85000000,50000000,1.7,0.5306282510621704,35000000,3695652.0,2272727.0,26.0,26.5,0.9208,0.0634,0.0158,H,45.0,,,1.0,,,1.0,2.5,,,,,,,,,,,,,,0,0.6505087293328708,0.21534281419817322,2.300474761440121,0.07486414614406289,0.09365244536940687,81.04166666666667,0.16666666666666666,0.9690393518518517,14.0,,,,,,,,,,,,,,,,,
10667,2018-08-25,2018,4,Montpellier,Saint-Etienne,0.824484,1.52909,-0.7046060000000001,0.6321964999999999,0.9991075,-0.366911,-0.3376950000000001,1.5,1.5,0.0,1.5,1.0,0.5,-0.5,0.5,0.5,0.0,1.5,2.0,-0.5,85000000,85000000,1.0,0.0,0,3695652.0,3695652.0,26.0,26.0,0.2784,0.5648,0.1568,D,48.0,,,2.0,,,1.5,1.5,,,,,,,,,,,,,,1,1.0419450114583184,0.4573872053835444,1.900466931580446,0.25972975720662855,0.09127789046653144,81.375,0.16666666666666666,2.0176538999504197,14.0,,,,,,,,,,,,,,,,,
10668,2018-08-25,2018,4,Nantes,Caen,0.7245905,2.900525,-2.1759345,0.694933,1.9579355,-1.2630025,-0.912932,0.5,2.5,-2.0,0.5,2.0,-1.5,-0.5,0.0,0.0,0.0,0.0,0.5,-0.5,85000000,40000000,2.125,0.7537718023763802,45000000,3695652.0,1818182.0,26.0,26.3,0.7423,0.1986,0.0591,D,67.5,35.5,32.0,3.0,1.0,2.0,0.5,2.5,0.5,2.0,,,,,,,,,,,,1,0.9271390832199253,0.14327358036368956,1.4424181915160232,0.0,0.03131416837782341,71.38461538461539,0.38461538461538464,1.6055334991257026,14.0,0.8174475642111106,0.28833911214687663,2.331496865490733,0.11510259762405502,0.0,75.88461538461539,0.07692307692307693,1.5022344077184127,14.0,0.10969151900881469,-0.14506553178318707,-0.8890786739747096,-0.11510259762405502,0.03131416837782341,-4.5,0.3076923076923077,0.10329909140728999
10669,2018-08-25,2018,4,Amiens,Reims,0.698047,0.808149,-0.110102,0.4723825,1.0053014999999998,-0.5329189999999999,0.4228169999999999,0.5,2.0,-1.5,1.0,0.0,1.0,-2.5,0.0,1.0,-1.0,0.0,3.0,-3.0,42000000,55000000,0.7636363636363637,-0.2696635669491026,-13000000,1909091.0,2391304.0,26.0,25.5,0.7858,0.1584,0.0558,H,45.0,31.5,13.5,1.0,1.0,0.0,0.5,2.0,1.0,0.0,,,,,,,,,,,,0,,,,,,,0.08333333333333333,,14.0,,,,,,,0.15384615384615385,,14.0,,,,,,,-0.07051282051282053,
10670,2018-08-26,2018,5,Lille,Guingamp,1.2310225,1.033844,0.1971784999999999,1.362285,1.779416,-0.4171309999999999,0.6143094999999998,1.5,0.5,1.0,1.0,2.5,-1.5,2.5,0.5,0.0,0.5,2.0,0.0,2.0,180000000,35000000,5.142857142857143,1.637608789400797,145000000,7500000.0,1590909.0,25.1,26.5,0.7039,0.2075,0.0886,H,55.0,46.0,9.0,1.0,1.0,0.0,1.5,0.5,1.0,2.5,,,,,,,,,,,,0,1.1104451347380484,0.4597756086369918,1.5411423173726024,0.13162782059615563,0.09570977151191055,75.91666666666667,0.08333333333333333,1.6841083325664212,14.0,,,,,,,0.23076923076923078,,14.0,,,,,,,-0.14743589743589747,
10671,2018-08-26,2018,5,Bordeaux,Monaco,0.43510275,1.30238,-0.8672772499999999,2.230765,0.9004775,1.3302874999999998,-2.1975647499999997,0.5,2.0,-1.5,1.5,0.5,1.0,-2.5,0.0,0.5,-0.5,0.0,2.0,-2.0,85000000,380000000,0.2236842105263158,-1.497519996230115,-295000000,3695652.0,15200000.0,26.0,24.2,0.8472,0.12,0.0328,H,41.5,40.5,1.0,3.0,1.0,2.0,0.5,2.0,1.5,0.5,,,,,,,,,,,,0,1.4206504767283479,0.8102222517524335,1.6272478036570186,0.046343975283213185,0.1462409886714727,70.75,0.25,2.9086021505376345,13.0,,,,,,,0.15384615384615385,,14.0,,,,,,,0.09615384615384615,
10672,2018-08-26,2018,5,Marseille,Rennes,2.2151535,0.9327585,1.2823950000000002,0.419,1.115692,-0.6966919999999999,1.979087,2.5,1.5,1.0,1.0,1.5,-0.5,1.5,0.5,0.5,0.0,1.5,1.5,0.0,210000000,140000000,1.5,0.4054651081081644,70000000,8750000.0,5833333.0,26.3,24.6,0.1196,0.3095,0.5709,D,61.5,50.0,11.5,1.0,1.0,0.0,2.5,1.5,1.0,1.5,,,,,,,,,,,,1,2.1299257215395393,1.359996292427782,2.342542570967365,0.7084617246709959,0.1365015166835187,71.23076923076923,0.15384615384615385,4.129674687590055,14.0,,,,,,,0.16666666666666666,,13.0,,,,,,,-0.012820512820512803,
10673,2018-08-31,2018,5,Lyon,Nice,1.1763243333333333,0.4523403333333333,0.723984,1.1027603333333331,1.1367366666666667,-0.0339763333333333,0.7579603333333333,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,2.0,-1.6666666666666667,2.666666666666667,0.6666666666666666,0.0,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,320000000,130000000,2.4615384615384617,0.90078654533819,190000000,12800000.0,5416667.0,25.6,25.8,0.7763,0.1713,0.0524,A,65.0,63.333333333333336,1.6666666666666643,1.0,2.0,-1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,,,,,,,,,,,,2,,,,,,,0.08333333333333333,,14.0,,,,,,,0.18181818181818182,,13.0,,,,,,,-0.0984848484848485,
10674,2018-09-01,2018,6,Nimes,Paris Saint Germain,1.1106173333333331,2.1045956666666665,-0.9939783333333332,2.6677133333333334,1.0158820000000002,1.6518313333333332,-2.6458096666666666,2.3333333333333335,1.6666666666666667,0.6666666666666667,3.0,0.6666666666666666,2.3333333333333335,-1.6666666666666667,0.6666666666666666,1.0,-0.3333333333333333,2.0,3.0,-1.0,50000000,780000000,0.0641025641025641,-2.7472709142554916,-730000000,2272727.0,30000000.0,26.5,25.8,0.0823,0.1712,0.7465,A,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
10675,2018-09-01,2018,6,Angers,Lille,1.4933413333333334,1.2121773333333332,0.2811640000000002,1.3892516666666666,0.8771476666666667,0.5121039999999999,-0.2309399999999997,1.3333333333333333,2.6666666666666665,-1.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,-3.0,0.0,0.6666666666666666,-0.6666666666666666,0.0,2.3333333333333335,-2.3333333333333335,50000000,180000000,0.2777777777777778,-1.2809338454620642,-130000000,2272727.0,7500000.0,26.5,25.1,0.1009,0.3257,0.5734,H,46.0,52.666666666666664,-6.666666666666664,3.0,1.0,2.0,1.3333333333333333,2.6666666666666665,2.0,0.3333333333333333,,,,,,,,,,,,0,1.1529131575108587,0.37277758427183716,1.8037631614975473,0.06180579743798135,0.09683037269244164,79.71794871794872,0.38461538461538464,2.025342558675892,14.0,1.0297954403182488,0.4891157286807617,1.61369578792682,0.15447991761071062,0.1254013448839886,65.43055555555556,0.16666666666666666,1.642156862745098,14.0,0.12311771719260989,-0.11633814440892454,0.19006737357072745,-0.09267412017272927,-0.02857097219154696,14.287393162393158,0.21794871794871798,0.383185695930794
10676,2018-09-01,2018,6,Dijon,Caen,2.283396666666667,1.0920303333333334,1.1913663333333335,0.6749706666666667,1.9384736666666669,-1.263503,2.454869333333334,2.6666666666666665,0.3333333333333333,2.333333333333333,0.6666666666666666,1.6666666666666667,-1.0,3.333333333333333,1.0,0.0,1.0,3.0,0.6666666666666666,2.3333333333333335,50000000,40000000,1.25,0.2231435513142097,10000000,2272727.0,1818182.0,26.5,26.3,0.2214,0.3142,0.4644,A,40.666666666666664,35.333333333333336,5.333333333333329,1.0,1.0,0.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.6666666666666667,,,,,,,,,,,,2,0.9289429301130038,0.45247134300465996,2.6022241202864556,0.18595179381115265,0.21468459152016545,76.41666666666667,0.08333333333333333,2.3091505911706753,14.0,,,,,,,0.23076923076923078,,14.0,,,,,,,-0.14743589743589747,
10677,2018-09-01,2018,6,Guingamp,Toulouse,1.0961083333333332,1.7548473333333332,-0.658739,1.4112623333333332,1.5781556666666667,-0.1668933333333335,-0.4918456666666664,0.6666666666666666,2.6666666666666665,-2.0,1.0,1.6666666666666667,-0.6666666666666667,-1.3333333333333333,0.0,0.6666666666666666,-0.6666666666666666,0.0,2.0,-2.0,35000000,85000000,0.4117647058823529,-0.8873031950009028,-50000000,1590909.0,3695652.0,26.5,26.0,0.6162,0.2267,0.1571,A,48.0,51.0,-3.0,1.0,1.0,0.0,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,,,,,,,,,,,,2,0.9897544798187983,0.4333919818039245,1.5593767537668868,0.0546902042229145,0.0,62.62500000000001,0.16666666666666666,1.762769667109859,14.0,,,,,,,0.07692307692307693,,14.0,,,,,,,0.08974358974358973,
10678,2018-09-01,2018,6,Reims,Montpellier,0.548302,1.3979076666666668,-0.8496056666666668,0.6888376666666667,1.1010989999999998,-0.4122613333333331,-0.4373443333333336,1.0,1.3333333333333333,-0.3333333333333332,1.0,1.0,0.0,-0.3333333333333332,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666667,55000000,85000000,0.6470588235294118,-0.4353180712578455,-30000000,2391304.0,3695652.0,25.5,26.0,0.4954,0.3476,0.157,A,35.0,47.0,-12.0,3.0,3.0,0.0,1.0,1.3333333333333333,1.0,1.0,,,,,,,,,,,,2,1.3881016693464916,0.3671022926007186,2.646007422240371,0.23828261629940536,0.09275970619097587,73.93939393939394,0.2727272727272727,2.9444662339399184,14.0,1.1343521970943458,0.3345865659852642,2.0399971632057214,0.15524838770387178,0.06134969325153374,81.79166666666667,0.08333333333333333,1.9635121754660743,14.0,0.25374947225214584,0.03251572661545438,0.6060102590346497,0.08303422859553358,0.03141001293944213,-7.852272727272734,0.1893939393939394,0.9809540584738441
10679,2018-09-01,2018,6,Strasbourg,Nantes,0.7822623333333333,0.5526171666666667,0.2296451666666665,1.1162436666666666,2.1453653333333333,-1.0291216666666667,1.2587668333333333,1.0,1.0,0.0,0.6666666666666666,2.0,-1.3333333333333337,1.3333333333333337,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,85000000,85000000,1.0,0.0,0,3695652.0,3695652.0,26.0,26.0,0.3958,0.291,0.3132,A,54.333333333333336,66.66666666666667,-12.333333333333336,,3.0,,1.0,1.0,0.6666666666666666,2.0,,,,,,,,,,,,2,1.3270878715937902,0.31064397757474654,2.3979415399816104,0.08886737726269482,0.06077630234933606,80.16666666666666,0.3076923076923077,2.0549108006200845,14.0,1.31884685107956,0.4230349147590939,1.428681360668324,0.3261860054122715,0.026232948583420776,74.37878787878788,0.2727272727272727,2.0233495651160474,14.0,0.008241020514230257,-0.11239093718434734,0.9692601793132865,-0.23731862814957666,0.03454335376591528,5.787878787878782,0.034965034965035,0.03156123550403711
10680,2018-09-02,2018,6,Saint-Etienne,Amiens,0.50317,0.8052533333333333,-0.3020833333333332,1.1930713333333334,0.7721463333333333,0.4209250000000001,-0.7230083333333334,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.6666666666666667,1.0,0.6666666666666667,85000000,42000000,2.0238095238095237,0.7049816382069481,43000000,3695652.0,1909091.0,26.0,26.0,0.4122,0.4393,0.1485,D,,49.333333333333336,,,3.0,,,,1.6666666666666667,1.6666666666666667,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.3076923076923077,,14.0,,,,,,,,
10681,2018-09-02,2018,6,Rennes,Bordeaux,0.83798,1.0879346666666667,-0.2499546666666667,1.0330385,1.0540073333333333,-0.0209688333333333,-0.2289858333333334,1.3333333333333333,1.6666666666666667,-0.3333333333333335,1.0,1.6666666666666667,-0.6666666666666667,0.3333333333333332,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,1.0,0.3333333333333332,140000000,85000000,1.6470588235294117,0.4989911661189878,55000000,5833333.0,3695652.0,24.6,26.0,0.8921,0.0855,0.0224,H,45.333333333333336,43.0,2.3333333333333357,1.0,3.0,-2.0,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,,,,,,,,,,,,0,,,,,,,0.23076923076923078,,14.0,1.4318852290715594,0.6949655898538615,2.027527898252826,0.0944386149003148,0.17103882476390347,76.25,0.3333333333333333,2.7912905971324395,14.0,,,,,,,-0.10256410256410253,
10682,2018-09-02,2018,6,Monaco,Marseille,1.6729306666666668,1.3432883333333334,0.3296423333333333,1.820909,1.1804856666666663,0.6404233333333336,-0.3107810000000002,1.3333333333333333,1.0,0.3333333333333332,2.3333333333333335,1.6666666666666667,0.6666666666666667,-0.3333333333333335,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,0.0,380000000,210000000,1.8095238095238095,0.5930637220029628,170000000,15200000.0,8750000.0,24.2,26.3,0.3843,0.2684,0.3473,A,45.0,62.333333333333336,-17.333333333333336,1.0,1.0,0.0,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,,,,,,,,,,,,2,,,,,,,0.08333333333333333,,14.0,,,,,,,0.16666666666666666,,14.0,,,,,,,-0.08333333333333333,
10690,2018-09-14,2018,7,Nice,Rennes,0.93034575,1.3368825,-0.40653675,1.2902475,0.927983,0.3622645,-0.76880125,0.5,1.5,-1.0,1.5,1.25,0.25,-1.25,0.25,0.5,-0.25,1.0,1.75,-0.75,130000000,140000000,0.9285714285714286,-0.0741079721537218,-10000000,5416667.0,5833333.0,25.8,24.6,0.4396,0.3147,0.2457,H,58.0,45.5,12.5,2.0,1.0,1.0,0.5,1.5,1.5,1.25,,,,,,,,,,,,0,1.0663479504624054,0.19155515869368245,2.9569961362068913,0.0,0.0,76.36805555555556,0.16666666666666666,1.705737541860291,13.0,0.896888841300227,0.34360917363494675,1.7976499062239075,0.10767673048600883,0.09929619349722443,68.35416666666667,0.16666666666666666,1.5467035644425349,14.0,0.16945910916217843,-0.1520540149412643,1.1593462299829838,-0.10767673048600883,-0.09929619349722443,8.013888888888886,0.0,0.15903397741775605
10691,2018-09-14,2018,7,Paris Saint Germain,Saint-Etienne,2.6387400000000003,1.0556865,1.5830535000000003,0.5617345,0.6852214999999999,-0.1234869999999999,1.7065405000000002,3.25,1.0,2.25,0.75,0.5,0.25,2.0,1.0,0.25,0.75,3.0,1.5,1.5,780000000,85000000,9.176470588235292,2.216642663193321,695000000,30000000.0,3695652.0,25.8,26.0,0.8089,0.1369,0.0542,H,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10683,2018-09-15,2018,7,Amiens,Lille,0.976085,0.76346675,0.21261825,1.41991625,0.8485870000000001,0.5713292499999999,-0.3587109999999999,1.25,1.25,0.0,1.5,0.5,1.0,-1.0,0.25,0.5,-0.25,1.0,1.75,-0.75,42000000,180000000,0.2333333333333333,-1.455287232606842,-138000000,1909091.0,7500000.0,26.0,25.1,0.0946,0.1774,0.728,A,46.25,56.5,-10.25,3.0,1.0,2.0,1.25,1.25,1.5,0.5,,,,,,,,,,,,2,,,,,,,0.21428571428571427,,14.0,,,,,,,0.09090909090909091,,14.0,,,,,,,0.12337662337662336,
10685,2018-09-15,2018,7,Caen,Lyon,0.8185979999999999,1.68009175,-0.86149375,1.36657325,0.44253075,0.9240425,-1.78553625,1.0,1.25,-0.25,1.0,0.5,0.5,-0.75,0.25,0.5,-0.25,1.25,1.5,-0.25,40000000,320000000,0.125,-2.0794415416798357,-280000000,1818182.0,12800000.0,26.3,25.6,0.6145,0.2412,0.1443,D,36.0,63.25,-27.25,1.0,1.0,0.0,1.0,1.25,1.0,0.5,,,,,,,,,,,,1,,,,,,,0.15384615384615385,,14.0,,,,,,,0.23076923076923078,,14.0,,,,,,,-0.07692307692307693,
10686,2018-09-15,2018,7,Dijon,Angers,1.938784,1.13139275,0.80739125,1.31073225,1.2871105,0.0236217499999999,0.7837695,2.0,0.75,1.25,1.25,2.0,-0.75,2.0,0.75,0.25,0.5,2.25,0.75,1.5,50000000,50000000,1.0,0.0,0,2272727.0,2272727.0,26.5,26.5,0.2804,0.295,0.4246,A,46.0,42.5,3.5,1.0,3.0,-2.0,2.0,0.75,1.25,2.0,,,,,,,,,,,,2,,,,,,,0.07692307692307693,,14.0,0.9514601454125234,0.3183684712178316,2.1885732854919695,0.07692879441058421,0.05463059313215401,76.99305555555556,0.3333333333333333,1.4303607340372047,14.0,,,,,,,-0.2564102564102564,
