match_id,date,season,match_week,home_team,away_team,home_roll_xg_for,home_roll_xg_against,home_roll_xg_diff,away_roll_xg_for,away_roll_xg_against,away_roll_xg_diff,net_xg_diff,home_roll_goals_for,home_roll_goals_against,home_roll_goal_diff,away_roll_goals_for,away_roll_goals_against,away_roll_goal_diff,net_goal_diff,home_roll_won,away_roll_won,net_win_rate,home_roll_points,away_roll_points,net_points,home_squad_value,away_squad_value,squad_value_ratio,log_squad_value_ratio,squad_value_diff,home_avg_player_value,away_avg_player_value,home_squad_age,away_squad_age,home_win_prob,draw_prob,away_win_prob,result,home_roll_poss,away_roll_poss,net_poss,home_attackers,away_attackers,net_attackers,home_roll_gf_fbref,home_roll_ga_fbref,away_roll_gf_fbref,away_roll_ga_fbref,home_player_ga90,away_player_ga90,net_player_ga90,home_starter_ga90,away_starter_ga90,net_starter_ga90,home_squad_depth,away_squad_depth,net_squad_depth,home_minutes_conc,away_minutes_conc,result_code,home_pl_sh_p90,home_pl_sot_p90,home_pl_def_p90,home_pl_gls_p90,home_pl_ast_p90,home_pl_starter_mins,home_pl_pct_fw,home_pl_depth_sh,home_pl_n_players,away_pl_sh_p90,away_pl_sot_p90,away_pl_def_p90,away_pl_gls_p90,away_pl_ast_p90,away_pl_starter_mins,away_pl_pct_fw,away_pl_depth_sh,away_pl_n_players,net_pl_sh_p90,net_pl_sot_p90,net_pl_def_p90,net_pl_gls_p90,net_pl_ast_p90,net_pl_starter_mins,net_pl_pct_fw,net_pl_depth_sh
12837,2019-11-09,2019,19,Strasbourg,Nimes,0.9755986,1.1978643999999998,-0.2222657999999998,0.983986,1.055505,-0.0715189999999998,-0.1507467999999999,0.4,0.8,-0.4,0.6,1.0,-0.4,0.0,0.4,0.0,0.4,1.2,0.6,0.6,85000000,50000000,1.7,0.5306282510621704,35000000,3695652.0,2272727.0,26.0,26.5,0.9083,0.0669,0.0248,H,54.2,,,,,,0.4,0.8,,,0.2053846153846154,,,0.2810526315789474,,,0.2810526315789474,,,0.7372608498975546,,0,0.9641080549975827,0.2677255045136931,1.8223528906321809,0.04298852170755121,0.040707988570345195,75.16363636363637,0.2727272727272727,1.486734197221051,14.0,,,,,,,,,,,,,,,,,
12829,2019-11-10,2019,19,Marseille,Lyon,0.782638,1.5682862,-0.7856482,1.3497302000000002,0.6980985999999999,0.6516316000000003,-1.4372798000000002,1.2,1.8,-0.6000000000000001,1.0,0.8,0.1999999999999999,-0.8,0.4,0.4,0.0,1.4,1.4,0.0,220000000,290000000,0.7586206896551724,-0.2762533766281582,-70000000,9166667.0,11600000.0,26.5,25.9,0.3472,0.3624,0.2904,H,51.2,62.6,-11.4,3.0,1.0,2.0,1.2,1.8,1.0,0.8,0.2470833333333333,0.222,0.0250833333333333,0.2345,0.2921052631578947,-0.0576052631578947,-0.0755,0.2921052631578947,-0.3676052631578947,0.7057206894711564,0.7428053719889149,0,1.248732977367591,0.32729608664876175,2.2217060862046947,0.09550048684156394,0.06658536222615524,78.89999999999999,0.25,1.6359920173388731,14.0,1.4979305639478588,0.6577734209267752,2.4998062312928746,0.05555555555555555,0.060218264241252754,64.69230769230768,0.15384615384615385,2.4168965479690576,14.0,-0.2491975865802678,-0.3304773342780134,-0.27810014508817993,0.03994493128600839,0.006367097984902488,14.207692307692312,0.09615384615384615,-0.7809045306301845
12830,2019-11-10,2019,19,Montpellier,Toulouse,1.2268674000000002,0.98341,0.2434574000000002,1.3298482,1.4312644,-0.1014161999999998,0.3448736000000001,1.0,1.0,0.0,1.8,2.4,-0.5999999999999999,0.5999999999999999,0.2,0.2,0.0,1.0,0.8,0.1999999999999999,85000000,85000000,1.0,0.0,0,3695652.0,3695652.0,26.0,26.0,0.7917,0.1754,0.0329,H,52.2,41.8,10.400000000000006,2.0,3.0,-1.0,1.0,1.0,1.8,2.4,0.1992,0.0841379310344827,0.1150620689655172,0.162,0.1022727272727272,0.0597272727272727,-0.093,0.0751298701298701,-0.1681298701298701,0.8452336448598131,0.6967283224633807,0,1.078972165517637,0.2672060486150368,1.869256344381683,0.07697851893725269,0.05245901639344262,77.15,0.16666666666666666,1.8101289550683313,14.0,,,,,,,0.38461538461538464,,14.0,,,,,,,-0.21794871794871798,
12833,2019-11-10,2019,19,Rennes,Amiens,1.2555832,1.3412654,-0.0856821999999999,1.6541918,0.6017258,1.052466,-1.1381481999999998,1.2,1.6,-0.4000000000000001,1.6,1.0,0.6000000000000001,-1.0000000000000002,0.2,0.4,-0.2,0.8,1.8,-1.0,160000000,38000000,4.2105263157894735,1.4375876555074412,122000000,6666667.0,1727273.0,24.2,26.2,0.967,0.028,0.005,H,50.6,47.2,3.3999999999999986,2.0,1.0,1.0,1.2,1.6,1.6,1.0,0.1585714285714285,0.1203846153846153,0.0381868131868132,0.2114285714285714,0.1447368421052631,0.0666917293233082,0.2114285714285714,0.0904511278195488,0.1209774436090225,0.7352126185654908,0.7179152226073047,0,4.03670540107299,3.2421831205232015,1.5080586320769438,2.818122970147262,0.05722516350046714,72.45833333333333,0.25,9.185263682821075,14.0,2.4377956680298456,0.3986938982956521,1.9299783584233732,0.14761588156363953,0.054385305374120466,75.05,0.16666666666666666,4.526170321194432,14.0,1.5989097330431448,2.843489222227549,-0.4219197263464294,2.6705070885836224,0.002839858126346677,-2.5916666666666686,0.08333333333333334,4.659093361626643
12838,2019-11-10,2019,19,Nantes,Saint-Etienne,0.9079844,0.7463528000000001,0.1616315999999997,0.9116004,1.2273156,-0.3157152000000001,0.4773467999999998,0.4,0.8,-0.4,1.2,0.4,0.7999999999999999,-1.2,0.4,0.8,-0.4,1.2,2.6,-1.4,85000000,85000000,1.0,0.0,0,3695652.0,3695652.0,26.0,26.0,0.3588,0.342,0.2992,A,49.8,,,1.0,,,0.4,0.8,,,0.1281818181818182,,,0.1727272727272727,,,0.1336363636363636,,,0.6775539683813498,,2,1.2325165679233294,0.29058998458979396,1.619269903880739,0.018707345520052657,0.04523781443229491,71.18333333333334,0.08333333333333333,1.478965393395863,14.0,,,,,,,,,,,,,,,,,
12840,2019-11-22,2019,20,Paris Saint Germain,Lille,3.110352,0.744245,2.3661069999999995,1.4427154,1.0969458,0.3457695999999999,2.0203374,3.0,0.8,2.2,1.4,1.2,0.1999999999999999,2.0,0.8,0.2,0.6000000000000001,2.4,1.0,1.4,830000000,190000000,4.368421052631579,1.4744016286301571,640000000,31923077.0,7916667.0,26.1,24.8,0.8314,0.1174,0.0512,H,,59.0,,,2.0,,,,1.4,1.2,,0.256,,,0.2684210526315789,,,0.0517543859649122,,,0.7721859597708806,0,,,,,,,,,,0.8335494862050828,0.21086293267130488,1.6626631895444353,0.07146752939997567,0.0,72.04615384615384,0.23076923076923078,1.9740442182488827,14.0,,,,,,,,
12841,2019-11-23,2019,20,Lyon,Nice,1.376887,0.8269741999999998,0.5499128000000002,0.8372948000000001,1.8396946,-1.0023998,1.5523126000000005,1.2,1.0,0.1999999999999999,0.8,1.4,-0.5999999999999999,0.7999999999999998,0.4,0.2,0.2,1.4,0.8,0.5999999999999999,290000000,120000000,2.4166666666666665,0.8823891801984737,170000000,11600000.0,5000000.0,25.9,25.6,0.1239,0.2164,0.6597,H,61.6,48.8,12.800000000000004,1.0,1.0,0.0,1.2,1.0,0.8,1.4,0.222,0.1116666666666666,0.1103333333333333,0.2921052631578947,0.1185,0.1736052631578947,0.2921052631578947,0.0205,0.2716052631578947,0.7428053719889149,0.7483268897480336,0,1.5561876710206213,0.6182164412791661,1.8258742127345868,0.05863192182410423,0.08714088681515392,73.93846153846154,0.07692307692307693,2.302622907478379,14.0,0.9103326903473457,0.3554188484572261,1.8451605281697905,0.08255615218494282,0.3958122549990628,67.64615384615385,0.15384615384615385,1.5557894984314407,14.0,0.6458549806732756,0.26279759282194,-0.01928631543520365,-0.023924230360838586,-0.3086713681839089,6.292307692307688,-0.07692307692307693,0.7468334090469384
12842,2019-11-23,2019,20,Brest,Nantes,1.060213,1.3801039999999998,-0.3198909999999997,0.9913916,0.7244038,0.2669878,-0.5868787999999997,1.2,0.6,0.6,0.6,1.4,-0.7999999999999999,1.4,0.6,0.2,0.3999999999999999,1.8,0.6,1.2000000000000002,50000000,85000000,0.5882352941176471,-0.5306282510621704,-35000000,2272727.0,3695652.0,26.5,26.0,0.0962,0.2357,0.6681,D,44.2,54.6,-10.4,1.0,1.0,0.0,1.2,0.6,0.6,1.4,,0.1281818181818182,,,0.1727272727272727,,,0.1336363636363636,,,0.6775539683813498,1,,,,,,,0.16666666666666666,,14.0,1.191307393031139,0.27800576819083095,1.4882575192211935,0.05623986060205492,0.04659468904861296,74.64545454545454,0.09090909090909091,1.7801453833274676,13.0,,,,,,,0.07575757575757575,
12844,2019-11-23,2019,20,Metz,Reims,0.6266759999999999,1.1542242,-0.5275482000000001,0.8652814000000001,0.6773046,0.1879768,-0.7155250000000002,0.6,1.2,-0.6,0.4,0.4,0.0,-0.6,0.2,0.4,-0.2,1.0,1.6,-0.6000000000000001,50000000,60000000,0.8333333333333334,-0.1823215567939546,-10000000,2272727.0,2608696.0,26.5,25.2,0.1635,0.3031,0.5334,D,45.2,45.4,-0.1999999999999957,3.0,3.0,0.0,0.6,1.2,0.4,0.4,,0.1477777777777777,,,0.21,,,0.1866666666666666,,,0.777389867547904,1,0.6915764584385866,0.1781838984813813,1.5781978356420394,0.05490430622009569,0.018947368421052633,74.52727272727273,0.2727272727272727,1.2148702867181127,14.0,1.1789265131111168,0.31176095605086884,2.010002488656343,0.07357524446132041,0.04169485214261333,78.01666666666667,0.3333333333333333,2.2405851278947786,14.0,-0.48735005467253023,-0.13357705756948754,-0.4318046530143036,-0.01867093824122472,-0.022747483721560696,-3.489393939393935,-0.06060606060606061,-1.025714841176666
12846,2019-11-23,2019,20,Amiens,Strasbourg,1.540347,1.1020986000000002,0.4382483999999997,1.5662056,1.0873802,0.4788253999999998,-0.040577,1.6,1.4,0.2000000000000001,1.0,1.0,0.0,0.2000000000000001,0.4,0.4,0.0,1.6,1.2,0.4000000000000001,38000000,85000000,0.4470588235294118,-0.8050650967639307,-47000000,1727273.0,3695652.0,26.2,26.0,0.003,0.0301,0.9669,A,50.0,57.0,-7.0,1.0,,,1.6,1.4,1.0,1.0,0.1203846153846153,0.2053846153846154,-0.085,0.1447368421052631,0.2810526315789474,-0.1363157894736842,0.0904511278195488,0.2810526315789474,-0.1906015037593985,0.7179152226073047,0.7372608498975546,2,1.0062658585437676,0.41790377749808927,1.9239752700992345,0.1438172452680667,0.07722334104074985,73.0142857142857,0.14285714285714285,2.2776599301329545,14.0,1.0943810884336314,0.32140089017319806,1.7409535472592579,0.06681533497817421,0.0702491662825692,76.78181818181818,0.2727272727272727,1.6524409456564633,14.0,-0.08811522988986376,0.0965028873248912,0.18302172283997664,0.07700191028989248,0.006974174758180643,-3.767532467532476,-0.12987012987012986,0.6252189844764913
12847,2019-11-23,2019,20,Angers,Nimes,0.9486404,1.2538043999999997,-0.3051639999999996,0.9857684,1.6083164,-0.622548,0.3173840000000003,0.2,1.0,-0.8,0.8,1.6,-0.8,0.0,0.2,0.0,0.2,1.0,0.6,0.4,50000000,50000000,1.0,0.0,0,2272727.0,2272727.0,26.5,26.5,0.504,0.3151,0.1809,H,40.8,,,1.0,,,0.2,1.0,,,0.1491666666666666,,,0.15375,,,0.0137499999999999,,,0.7919343231068582,,0,1.2325189145209574,0.2788888078213921,1.550279192403025,0.0,0.0,73.33846153846153,0.15384615384615385,1.7902236652236654,14.0,,,,,,,,,,,,,,,,,
12848,2019-11-23,2019,20,Dijon,Rennes,0.9089952,1.9597636,-1.0507684,1.7252432,1.1499946,0.5752485999999999,-1.6260169999999998,0.6,0.8,-0.2,1.8,1.6,0.1999999999999999,-0.4,0.4,0.4,0.0,1.4,1.4,0.0,50000000,160000000,0.3125,-1.1631508098056809,-110000000,2272727.0,6666667.0,26.5,24.2,0.281,0.3939,0.3251,H,42.4,48.6,-6.200000000000003,1.0,2.0,-1.0,0.6,0.8,1.8,1.6,0.1238461538461538,0.1585714285714285,-0.0347252747252747,0.1195454545454545,0.2114285714285714,-0.0918831168831168,-0.0279545454545454,0.2114285714285714,-0.2393831168831168,0.7030510468754179,0.7352126185654908,0,1.338958061142711,0.3508118506819589,2.4528605592337227,0.023978044200491117,0.005980066445182724,69.98461538461538,0.23076923076923078,2.419422564914383,14.0,1.4433095153483706,0.694453127088364,1.6084290000004442,0.1336738021621608,0.11300555114988105,73.81666666666668,0.25,2.393455779884621,14.0,-0.10435145420565961,-0.3436412764064051,0.8444315592332785,-0.10969575796166968,-0.10702548470469832,-3.832051282051296,-0.019230769230769218,0.025966785029761574
12839,2019-11-24,2019,21,Toulouse,Marseille,1.2161418000000002,1.4100603999999997,-0.1939185999999995,0.8797505999999998,1.651587,-0.7718364000000001,0.5779178000000006,1.4,2.6,-1.2000000000000002,1.4,1.8,-0.4000000000000001,-0.8,0.2,0.6,-0.3999999999999999,0.6,1.8,-1.2000000000000002,85000000,220000000,0.3863636363636363,-0.9509762898620452,-135000000,3695652.0,9166667.0,26.0,26.5,0.0982,0.2238,0.678,A,42.2,48.6,-6.399999999999999,2.0,3.0,-1.0,1.4,2.6,1.4,1.8,0.0841379310344827,0.2470833333333333,-0.1629454022988505,0.1022727272727272,0.2345,-0.1322272727272727,0.0751298701298701,-0.0755,0.1506298701298701,0.6967283224633807,0.7057206894711564,2,1.1039743305747112,0.4010077949276517,1.6383494784852004,0.11640809025379452,0.06645021645021645,79.18333333333332,0.16666666666666666,1.3770861663146432,14.0,1.2627761396653199,0.338998495873991,2.3062008746595093,0.13468241336418477,0.0669477999428797,78.36666666666666,0.3333333333333333,1.7074899638368193,14.0,-0.1588018090906087,0.062009299053660705,-0.6678513961743089,-0.018274323110390248,-0.0004975834926632394,0.8166666666666629,-0.16666666666666666,-0.3304037975221761
12843,2019-11-24,2019,21,Bordeaux,Monaco,0.9677984,1.1259078,-0.1581093999999999,1.432113,1.6549599999999998,-0.2228469999999998,0.0647375999999998,1.2,1.2,0.0,1.2,1.2,0.0,0.0,0.4,0.6,-0.1999999999999999,1.4,1.8,-0.4000000000000001,85000000,320000000,0.265625,-1.3256697393034558,-235000000,3695652.0,12800000.0,26.0,24.8,0.3737,0.2852,0.3411,H,58.4,55.4,3.0,3.0,2.0,1.0,1.2,1.2,1.2,1.2,0.1109090909090909,0.1283333333333333,-0.0174242424242424,0.1605,0.12,0.0405,0.1258846153846153,-0.0184210526315789,0.1443056680161943,0.6910484430913849,0.6120516729519377,0,,,,,,,0.16666666666666666,,14.0,1.1729876490687285,0.420816060366616,2.2924573244387028,0.1387431491719304,0.1067035595489944,81.58333333333333,0.16666666666666666,1.3732837526106323,14.0,,,,,,,0.0,
12845,2019-11-24,2019,21,Saint-Etienne,Montpellier,0.9109408,1.0715472,-0.1606064000000001,1.2546993999999998,0.9555806,0.2991187999999998,-0.4597251999999999,1.6,0.8,0.8,1.6,0.8,0.8,0.0,0.8,0.4,0.4,2.6,1.6,1.0,85000000,85000000,1.0,0.0,0,3695652.0,3695652.0,26.0,26.0,0.104,0.2574,0.6386,D,,50.6,,,2.0,,,,1.6,0.8,,0.1992,,,0.162,,,-0.093,,,0.8452336448598131,1,,,,,,,,,,1.0684236172045498,0.3304446908870124,1.875500639896357,0.14761179964032808,0.1076923076923077,80.36363636363636,0.18181818181818182,1.5690877098679554,13.0,,,,,,,,
12855,2019-11-29,2019,21,Marseille,Brest,1.1845500000000002,1.2493438,-0.0647937999999996,0.9551988,1.5734047999999998,-0.6182059999999997,0.5534122,1.6,1.2,0.4000000000000001,1.0,0.8,0.1999999999999999,0.2000000000000001,0.8,0.4,0.4,2.4,1.4,1.0,220000000,50000000,4.4,1.4816045409242156,170000000,9166667.0,2272727.0,26.5,26.5,0.9684,0.0255,0.0061,H,49.6,50.0,-0.3999999999999986,3.0,3.0,0.0,1.6,1.2,1.0,0.8,0.2470833333333333,,,0.2345,,,-0.0755,,,0.7057206894711564,,0,1.021029175032421,0.32110230327668343,2.2019226851109317,0.1189354674666242,0.05568300312825861,80.49090909090908,0.2727272727272727,1.6392771212124508,14.0,1.6684458302133274,0.34619183847332846,2.4165748791961947,0.1542656783977984,0.05185185185185185,75.32307692307693,0.3076923076923077,2.6462968772741693,14.0,-0.6474166551809064,-0.02508953519664503,-0.21465219408526304,-0.035330210931174194,0.0038311512764067565,5.1678321678321595,-0.034965034965035,-1.0070197560617185
12849,2019-11-30,2019,22,Strasbourg,Lyon,1.9444200000000005,0.8910748,1.0533452000000003,1.538874,1.151418,0.387456,0.6658892000000003,1.8,0.8,1.0,1.6,1.0,0.6000000000000001,0.3999999999999999,0.6,0.6,0.0,1.8,2.0,-0.1999999999999999,85000000,290000000,0.293103448275862,-1.2272296664902034,-205000000,3695652.0,11600000.0,26.0,25.9,0.1609,0.3861,0.453,A,54.8,57.6,-2.8000000000000043,,3.0,,1.8,0.8,1.6,1.0,0.2053846153846154,0.222,-0.0166153846153846,0.2810526315789474,0.2921052631578947,-0.0110526315789473,0.2810526315789474,0.2921052631578947,-0.0110526315789473,0.7372608498975546,0.7428053719889149,2,1.2494128872932464,0.5154755095767033,2.1127603976574956,0.1474801845942947,0.1007902054534179,82.80000000000001,0.2727272727272727,1.6261386263960418,14.0,,,,,,,0.2727272727272727,,14.0,,,,,,,0.0,
12850,2019-11-30,2019,22,Reims,Bordeaux,0.7938254,0.6558514,0.137974,1.0484943999999998,1.2434356000000002,-0.1949412000000003,0.3329152000000004,0.4,0.6,-0.1999999999999999,1.0,1.2,-0.1999999999999999,0.0,0.2,0.4,-0.2,1.2,1.4,-0.1999999999999999,60000000,85000000,0.7058823529411765,-0.3483066942682157,-25000000,2608696.0,3695652.0,25.2,26.0,0.664,0.2818,0.0542,D,48.4,55.2,-6.800000000000004,1.0,3.0,-2.0,0.4,0.6,1.0,1.2,0.1477777777777777,0.1109090909090909,0.0368686868686868,0.21,0.1605,0.0494999999999999,0.1866666666666666,0.1258846153846153,0.0607820512820512,0.777389867547904,0.6910484430913849,1,1.0132419670201391,0.3377798422621312,1.9706266866184754,0.058738387852311905,0.007536382536382537,73.16923076923078,0.15384615384615385,1.711231126058837,14.0,1.4416337733181752,0.6470970214210848,1.7684800875762559,0.07420580389620887,0.09065210111204776,75.43333333333332,0.08333333333333333,2.153231399178207,14.0,-0.4283918062980361,-0.3093171791589536,0.20214659904221954,-0.015467416043896967,-0.08311571857566522,-2.2641025641025436,0.07051282051282053,-0.44200027311936974
12852,2019-11-30,2019,22,Nimes,Metz,0.7573262,1.6634226,-0.9060964,0.6999995999999998,1.2428122,-0.5428126000000001,-0.3632838,0.8,1.6,-0.8,0.8,1.0,-0.1999999999999999,-0.6000000000000001,0.0,0.2,-0.2,0.6,1.2,-0.6,50000000,50000000,1.0,0.0,0,2272727.0,2272727.0,26.5,26.5,0.2312,0.4426,0.3262,D,,41.6,,,3.0,,,,0.8,1.0,,,,,,,,,,,,1,,,,,,,,,,0.8296646934529374,0.22238995490707078,1.862314403924976,0.06794112201444177,0.01670061099796334,74.45833333333333,0.3333333333333333,1.9608795145318658,13.0,,,,,,,,
12856,2019-11-30,2019,22,Montpellier,Amiens,0.9730554,0.7793672,0.1936881999999999,1.0000436,1.54886,-0.5488164,0.7425046,1.0,0.6,0.4,1.0,2.0,-1.0,1.4,0.2,0.2,0.0,1.2,1.0,0.1999999999999999,85000000,38000000,2.236842105263158,0.8050650967639307,47000000,3695652.0,1727273.0,26.0,26.2,0.4402,0.3053,0.2545,H,52.6,54.4,-1.7999999999999972,2.0,1.0,1.0,1.0,0.6,1.0,2.0,0.1992,0.1203846153846153,0.0788153846153846,0.162,0.1447368421052631,0.0172631578947368,-0.093,0.0904511278195488,-0.1834511278195488,0.8452336448598131,0.7179152226073047,0,1.0361963723077623,0.30435652083315734,1.9568152345480723,0.13550678918192488,0.07875647668393783,79.51666666666667,0.16666666666666666,1.358674699975311,14.0,2.4197320617541203,0.18616449832446286,1.497124479107013,0.048903508771929824,0.11459551656920079,75.12727272727274,0.09090909090909091,4.876540532277037,14.0,-1.383535689446358,0.11819202250869448,0.4596907554410592,0.08660328040999506,-0.03583903988526296,4.389393939393926,0.07575757575757575,-3.517865832301726
12857,2019-11-30,2019,22,Lille,Dijon,1.0777438,1.2808118000000004,-0.2030680000000004,0.7945336000000001,1.9381566,-1.1436229999999998,0.9405549999999994,1.0,1.2,-0.1999999999999999,0.8,1.0,-0.1999999999999999,0.0,0.2,0.4,-0.2,0.8,1.4,-0.5999999999999999,190000000,50000000,3.8,1.33500106673234,140000000,7916667.0,2272727.0,24.8,26.5,0.6791,0.2288,0.0921,H,54.2,44.8,9.400000000000006,1.0,1.0,0.0,1.0,1.2,0.8,1.0,0.256,0.1238461538461538,0.1321538461538461,0.2684210526315789,0.1195454545454545,0.1488755980861243,0.0517543859649122,-0.0279545454545454,0.0797089314194577,0.7721859597708806,0.7030510468754179,0,1.6881544135344577,0.3823949246629659,1.4457440977393459,0.05567010309278351,0.1360824742268041,71.48333333333333,0.08333333333333333,2.352375865331428,14.0,1.6461101136751324,0.4753453072582128,1.810915628406531,0.09201649465539785,0.0419397116644823,74.51666666666667,0.16666666666666666,2.4960621888053063,13.0,0.04204429985932534,-0.0929503825952469,-0.3651715306671852,-0.03634639156261434,0.09414276256232182,-3.0333333333333314,-0.08333333333333333,-0.1436863234738781
12858,2019-11-30,2019,22,Nice,Angers,1.24832,1.8066566,-0.5583366000000001,1.077344,0.6975221999999998,0.3798218000000003,-0.9381584000000004,1.0,1.6,-0.6000000000000001,0.4,0.2,0.2,-0.8,0.2,0.4,-0.2,0.8,1.6,-0.8,120000000,50000000,2.4,0.8754687373538999,70000000,5000000.0,2272727.0,25.6,26.5,0.552,0.3301,0.1179,H,51.0,44.0,7.0,3.0,1.0,2.0,1.0,1.6,0.4,0.2,0.1116666666666666,0.1491666666666666,-0.0374999999999999,0.1185,0.15375,-0.0352499999999999,0.0205,0.0137499999999999,0.00675,0.7483268897480336,0.7919343231068582,0,1.262104919545537,0.5294704269036918,1.8563899667100825,0.055441478439425054,0.09204147950427627,75.60833333333333,0.25,1.6779650580195762,14.0,1.116420211761984,0.3900111421630409,1.628079463781158,0.01818181818181818,0.0,72.83076923076923,0.15384615384615385,1.9780393380981083,13.0,0.14568470778355302,0.13945928474065095,0.22831050292892452,0.03725966025760687,0.09204147950427627,2.7775641025640994,0.09615384615384615,-0.3000742800785321
12853,2019-12-01,2019,22,Nantes,Toulouse,1.0246816,0.7836208000000001,0.2410607999999997,1.2261364,1.5864463999999998,-0.3603099999999997,0.6013707999999994,0.6,1.6,-1.0,1.2,2.4,-1.2,0.1999999999999999,0.0,0.2,-0.2,0.2,0.6,-0.3999999999999999,85000000,85000000,1.0,0.0,0,3695652.0,3695652.0,26.0,26.0,0.839,0.1253,0.0357,H,53.0,41.0,12.0,1.0,1.0,0.0,0.6,1.6,1.2,2.4,0.1281818181818182,0.0841379310344827,0.0440438871473354,0.1727272727272727,0.1022727272727272,0.0704545454545454,0.1336363636363636,0.0751298701298701,0.0585064935064935,0.6775539683813498,0.6967283224633807,0,1.2248999989528335,0.38783849276064697,1.9514967511127594,0.05321378808990126,0.04348915065342373,78.93333333333334,0.08333333333333333,1.8050788978991743,14.0,1.1130063269854582,0.3349981230816791,2.193129899010043,0.09708039834831189,0.06614525139664805,76.23055555555557,0.16666666666666666,1.6452491382026064,14.0,0.11189367196737532,0.05284036967896788,-0.24163314789728374,-0.043866610258410633,-0.02265610074322432,2.7027777777777686,-0.08333333333333333,0.15982975969656787
12854,2019-12-01,2019,22,Rennes,Saint-Etienne,1.7233226,1.1380696,0.585253,0.8669992000000001,1.2666622,-0.399663,0.984916,1.8,1.8,0.0,1.4,0.8,0.5999999999999999,-0.5999999999999999,0.4,0.6,-0.1999999999999999,1.2,2.2,-1.0000000000000002,160000000,85000000,1.8823529411764703,0.6325225587435105,75000000,6666667.0,3695652.0,24.2,26.0,0.5868,0.2908,0.1224,H,48.6,,,2.0,,,1.8,1.8,,,0.1585714285714285,,,0.2114285714285714,,,0.2114285714285714,,,0.7352126185654908,,0,1.5131940421685053,0.5362516113705488,1.9542827939560745,0.15689946696905177,0.13999577490823628,76.75,0.25,2.5747815197296307,13.0,,,,,,,,,,,,,,,,,
12860,2019-12-03,2019,23,Bordeaux,Nimes,0.9116556,1.3020944,-0.3904388,0.4985008000000001,1.2701644,-0.7716636,0.3812248,1.2,1.2,0.0,0.6,1.4,-0.7999999999999999,0.7999999999999999,0.4,0.0,0.4,1.6,0.6,1.0,85000000,50000000,1.7,0.5306282510621704,35000000,3695652.0,2272727.0,26.0,26.5,0.8751,0.106,0.0189,H,52.6,,,3.0,,,1.2,1.2,,,0.1109090909090909,,,0.1605,,,0.1258846153846153,,,0.6910484430913849,,0,1.0010970304984914,0.2596290786879355,2.4933460785329498,0.04755970924195223,0.032191069574247146,68.45,0.16666666666666666,1.7137855674782367,14.0,,,,,,,,,,,,,,,,,
12864,2019-12-03,2019,23,Lyon,Lille,1.3310602,1.1644089999999998,0.1666512000000002,1.2767133999999998,0.8825050000000001,0.3942083999999997,-0.2275571999999994,2.0,1.2,0.8,1.0,0.8,0.1999999999999999,0.6000000000000001,0.8,0.4,0.4,2.4,1.4,1.0,290000000,190000000,1.5263157894736843,0.4228568508200336,100000000,11600000.0,7916667.0,25.9,24.8,0.2059,0.3381,0.456,A,54.6,52.4,2.200000000000003,1.0,1.0,0.0,2.0,1.2,1.0,0.8,0.222,0.256,-0.034,0.2921052631578947,0.2684210526315789,0.0236842105263157,0.2921052631578947,0.0517543859649122,0.2403508771929824,0.7428053719889149,0.7721859597708806,2,1.2210433942509527,0.4634163592761491,2.494741109679719,0.1346929973896266,0.0774386926111064,71.68571428571428,0.14285714285714285,1.8862472522497735,14.0,1.2682308450656703,0.3030769230769231,2.068275825221962,0.055384615384615386,0.0,73.30000000000001,0.08333333333333333,1.7847434976990613,13.0,-0.047187450814717646,0.16033943619922603,0.4264652844577568,0.0793083820050112,0.0774386926111064,-1.614285714285728,0.05952380952380952,0.10150375455071226
12865,2019-12-03,2019,23,Angers,Marseille,0.855753,0.8714209999999998,-0.0156679999999997,1.770512,1.3231208,0.4473912,-0.4630591999999998,0.6,0.6,0.0,1.6,1.4,0.2000000000000001,-0.2000000000000001,0.4,0.8,-0.4,1.6,2.4,-0.7999999999999998,50000000,220000000,0.2272727272727272,-1.4816045409242156,-170000000,2272727.0,9166667.0,26.5,26.5,0.0719,0.1867,0.7414,A,42.4,51.4,-9.0,1.0,3.0,-2.0,0.6,0.6,1.6,1.4,0.1491666666666666,0.2470833333333333,-0.0979166666666666,0.15375,0.2345,-0.0807499999999999,0.0137499999999999,-0.0755,0.08925,0.7919343231068582,0.7057206894711564,2,1.0870025544457254,0.36616663992843457,1.8002140581283195,0.02991803278688525,0.018442622950819672,77.35384615384615,0.15384615384615385,1.5315210894484372,14.0,1.4051861288620573,0.37256585292316996,2.1109968953835856,0.09460721936125549,0.06228051618362598,77.12307692307692,0.23076923076923078,2.1495549689101487,14.0,-0.31818357441633194,-0.006399212994735393,-0.3107828372552661,-0.06468918657437024,-0.043837893232806305,0.2307692307692264,-0.07692307692307693,-0.6180338794617115
