league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
FRA-Ligue 1,2223,Paris Saint-Germain,Gianluigi Donnarumma,ITA,GK,23,1999,38,38,3409,37.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Paris Saint-Germain,Hugo Ekitike,FRA,FW,20,2002,25,12,1155,12.8,3,4,7,3,0,0,0,0,0.23,0.31,0.55,0.23,0.55
FRA-Ligue 1,2223,Paris Saint-Germain,Ilyes Housni,FRA,FW,17,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Paris Saint-Germain,Ismaël Gharbi,TUN,MF,18,2004,6,0,58,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Paris Saint-Germain,Juan Bernat,ESP,"MF,DF",29,1993,28,18,1648,18.3,1,4,5,1,0,0,1,0,0.05,0.22,0.27,0.05,0.27
FRA-Ligue 1,2223,Paris Saint-Germain,Kylian Mbappé,FRA,FW,23,1998,34,32,2818,31.3,29,5,34,26,3,4,6,0,0.93,0.16,1.09,0.83,0.99
FRA-Ligue 1,2223,Paris Saint-Germain,Leandro Paredes,ARG,MF,28,1994,3,0,52,0.6,0,1,1,0,0,0,0,0,0.0,1.73,1.73,0.0,1.73
FRA-Ligue 1,2223,Paris Saint-Germain,Lionel Messi,ARG,"FW,MF",35,1987,32,32,2837,31.5,16,16,32,16,0,0,0,0,0.51,0.51,1.02,0.51,1.02
FRA-Ligue 1,2223,Paris Saint-Germain,Marco Verratti,ITA,MF,29,1992,29,27,2194,24.4,0,0,0,0,0,0,10,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Paris Saint-Germain,Marquinhos,BRA,DF,28,1994,33,30,2717,30.2,2,0,2,2,0,0,4,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2223,Paris Saint-Germain,Neymar,BRA,"MF,FW",30,1992,20,18,1545,17.2,13,11,24,11,2,2,6,1,0.76,0.64,1.4,0.64,1.28
FRA-Ligue 1,2223,Paris Saint-Germain,Nordi Mukiele,FRA,"MF,DF",24,1997,19,12,1137,12.6,0,3,3,0,0,0,0,0,0.0,0.24,0.24,0.0,0.24
FRA-Ligue 1,2223,Paris Saint-Germain,Nuno Mendes,POR,"MF,DF",20,2002,23,18,1548,17.2,1,6,7,1,0,0,2,0,0.06,0.35,0.41,0.06,0.41
FRA-Ligue 1,2223,Paris Saint-Germain,Pablo Sarabia,ESP,"FW,MF",30,1992,14,3,370,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Paris Saint-Germain,Presnel Kimpembe,FRA,DF,26,1995,11,9,730,8.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Paris Saint-Germain,Renato Sanches,POR,MF,24,1997,23,6,717,8.0,2,0,2,2,0,0,1,0,0.25,0.0,0.25,0.25,0.25
FRA-Ligue 1,2223,Paris Saint-Germain,Sergio Ramos,ESP,DF,36,1986,33,31,2704,30.0,2,1,3,2,0,0,3,1,0.07,0.03,0.1,0.07,0.1
FRA-Ligue 1,2223,Paris Saint-Germain,Timothee Pembele,FRA,"MF,DF",19,2002,5,4,263,2.9,0,1,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34
FRA-Ligue 1,2223,Paris Saint-Germain,Vitinha,POR,MF,22,2000,36,29,2446,27.2,2,3,5,2,0,0,3,0,0.07,0.11,0.18,0.07,0.18
FRA-Ligue 1,2223,Paris Saint-Germain,Warren Zaïre-Emery,FRA,MF,16,2006,26,8,929,10.3,2,0,2,2,0,0,1,0,0.19,0.0,0.19,0.19,0.19
FRA-Ligue 1,2223,Reims,Alexis Flips,FRA,"MF,DF",22,2000,33,28,1978,22.0,4,6,10,4,0,0,3,1,0.18,0.27,0.46,0.18,0.46
FRA-Ligue 1,2223,Reims,Andrew Gravillon,GLP,DF,24,1998,13,12,1038,11.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Arber Zeneli,KVX,"MF,FW",27,1995,23,12,1000,11.1,0,2,2,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18
FRA-Ligue 1,2223,Reims,Azor Matusiwa,NED,MF,24,1998,30,29,2484,27.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Bradley Locko,FRA,"MF,DF",20,2002,15,13,1059,11.8,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Check Keita,FRA,DF,19,2003,9,8,682,7.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Dion Lopy,SEN,MF,20,2002,29,16,1379,15.3,0,1,1,0,0,0,6,2,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2223,Reims,El Bilal Touré,MLI,FW,20,2001,3,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Emmanuel Agbadou,CIV,DF,25,1997,29,27,2388,26.5,0,3,3,0,0,0,5,3,0.0,0.11,0.11,0.0,0.11
FRA-Ligue 1,2223,Reims,Fallou Fall,SEN,DF,18,2004,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Folarin Balogun,USA,FW,21,2001,37,34,2999,33.3,21,2,23,15,6,7,5,0,0.63,0.06,0.69,0.45,0.51
FRA-Ligue 1,2223,Reims,Ibrahim Diakité,GUI,DF,18,2003,3,1,131,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Jens Cajuste,SWE,MF,22,1999,31,14,1530,17.0,3,1,4,3,0,0,8,1,0.18,0.06,0.24,0.18,0.24
FRA-Ligue 1,2223,Reims,Junya Ito,JPN,"MF,FW",29,1993,35,34,2916,32.4,6,5,11,6,0,0,3,1,0.19,0.15,0.34,0.19,0.34
FRA-Ligue 1,2223,Reims,Kaj Sierhuis,NED,FW,24,1998,14,1,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Kamory Doumbia,MLI,MF,19,2003,26,13,1155,12.8,2,2,4,1,1,1,0,0,0.16,0.16,0.31,0.08,0.23
FRA-Ligue 1,2223,Reims,Mamadou Diakhon,SEN,FW,16,2005,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Marshall Munetsi,ZIM,MF,26,1996,34,31,2700,30.0,7,3,10,7,0,0,6,0,0.23,0.1,0.33,0.23,0.33
FRA-Ligue 1,2223,Reims,Martin Adeline,FRA,MF,18,2003,5,0,107,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Maxime Busi,BEL,"MF,DF",22,1999,21,11,1043,11.6,0,1,1,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,2223,Reims,Mitchell van Bergen,NED,"MF,FW",22,1999,28,6,905,10.1,0,1,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1
FRA-Ligue 1,2223,Reims,Mo Touré,AUS,FW,18,2004,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Myziane Maolida,COM,MF,23,1999,9,2,232,2.6,1,0,1,1,0,0,0,0,0.39,0.0,0.39,0.39,0.39
FRA-Ligue 1,2223,Reims,Nathanael Mbuku,COD,MF,20,2002,6,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Noah Holm,NOR,FW,21,2001,8,2,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Patrick Pentz,AUT,GK,25,1997,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Rafik Guitane,FRA,"FW,MF",23,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Samuel Koeberlé,FRA,MF,17,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Thibault De Smet,BEL,DF,24,1998,22,20,1758,19.5,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,2223,Reims,Thomas Foket,BEL,DF,27,1994,24,23,1976,22.0,0,1,1,0,0,0,0,0,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,2223,Reims,Valentin Atangana Edoa,FRA,MF,16,2005,7,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Wout Faes,BEL,DF,24,1998,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Yehvann Diouf,SEN,GK,22,1999,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Reims,Yunis Abdelhamid,MAR,DF,34,1987,37,37,3330,37.0,1,2,3,1,0,0,6,0,0.03,0.05,0.08,0.03,0.08
FRA-Ligue 1,2223,Rennes,Adrien Truffert,FRA,DF,20,2001,28,24,1954,21.7,0,6,6,0,0,0,1,0,0.0,0.28,0.28,0.0,0.28
FRA-Ligue 1,2223,Rennes,Alan Do Marcolino,GAB,FW,20,2002,3,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Rennes,Amine Gouiri,ALG,"FW,MF",22,2000,33,29,2523,28.0,15,3,18,15,0,0,4,0,0.54,0.11,0.64,0.54,0.64
FRA-Ligue 1,2223,Rennes,Arnaud Kalimuendo,FRA,FW,20,2002,30,24,1849,20.5,7,3,10,7,0,0,0,0,0.34,0.15,0.49,0.34,0.49
FRA-Ligue 1,2223,Rennes,Arthur Theate,BEL,DF,22,2000,35,35,3127,34.7,4,0,4,4,0,0,5,0,0.12,0.0,0.12,0.12,0.12
FRA-Ligue 1,2223,Rennes,Baptiste Santamaria,FRA,MF,27,1995,25,20,1813,20.1,2,0,2,2,0,0,2,0,0.1,0.0,0.1,0.1,0.1
FRA-Ligue 1,2223,Rennes,Benjamin Bourigeaud,FRA,"MF,FW",28,1994,37,37,3065,34.1,7,10,17,5,2,2,6,1,0.21,0.29,0.5,0.15,0.44
FRA-Ligue 1,2223,Rennes,Birger Meling,NOR,DF,27,1994,27,10,1209,13.4,0,1,1,0,0,0,3,1,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2223,Rennes,Christopher Wooh,CMR,DF,20,2001,13,12,1006,11.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Rennes,Djed Spence,ENG,DF,21,2000,8,7,573,6.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Rennes,Doğan Alemdar,TUR,GK,19,2002,6,4,406,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Rennes,Désiré Doué,FRA,"MF,FW",17,2005,26,11,1115,12.4,3,1,4,3,0,0,5,0,0.24,0.08,0.32,0.24,0.32
FRA-Ligue 1,2223,Rennes,Flavien Tait,FRA,MF,29,1993,30,19,1680,18.7,2,2,4,2,0,0,2,0,0.11,0.11,0.21,0.11,0.21
FRA-Ligue 1,2223,Rennes,Gaëtan Laborde,FRA,FW,28,1994,4,3,249,2.8,2,0,2,2,0,0,0,0,0.72,0.0,0.72,0.72,0.72
FRA-Ligue 1,2223,Rennes,Guela Doué,CIV,DF,19,2002,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Rennes,Hamari Traoré,MLI,DF,30,1992,31,28,2528,28.1,1,4,5,1,0,0,5,0,0.04,0.14,0.18,0.04,0.18
FRA-Ligue 1,2223,Rennes,Ibrahim Salah,MAR,FW,20,2001,13,1,227,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Rennes,Jeanuël Belocian,FRA,DF,17,2005,8,6,506,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Rennes,Jeremy Doku,BEL,"MF,FW",20,2002,29,13,1291,14.3,6,2,8,6,0,0,0,0,0.42,0.14,0.56,0.42,0.56
FRA-Ligue 1,2223,Rennes,Joe Rodon,WAL,DF,24,1997,16,16,1417,15.7,1,0,1,1,0,0,2,1,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2223,Rennes,Kamaldeen Sulemana,GHA,"MF,FW",20,2002,14,2,326,3.6,1,0,1,1,0,0,1,0,0.28,0.0,0.28,0.28,0.28
FRA-Ligue 1,2223,Rennes,Karl Toko Ekambi,CMR,"MF,FW",29,1992,17,11,972,10.8,3,2,5,3,0,0,0,0,0.28,0.19,0.46,0.28,0.46
FRA-Ligue 1,2223,Rennes,Lesley Ugochukwu,FRA,MF,18,2004,26,14,1330,14.8,0,1,1,0,0,0,3,1,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2223,Rennes,Lorenz Assignon,TOG,DF,22,2000,12,2,261,2.9,0,1,1,0,0,0,3,0,0.0,0.34,0.34,0.0,0.34
FRA-Ligue 1,2223,Rennes,Lovro Majer,CRO,MF,24,1998,32,18,1668,18.5,2,5,7,1,1,1,3,0,0.11,0.27,0.38,0.05,0.32
FRA-Ligue 1,2223,Rennes,Loïc Bade,FRA,DF,22,2000,1,1,90,1.0,0,1,1,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0
FRA-Ligue 1,2223,Rennes,Martin Terrier,FRA,"MF,FW",25,1997,16,16,1319,14.7,9,4,13,9,0,0,0,0,0.61,0.27,0.89,0.61,0.89
FRA-Ligue 1,2223,Rennes,Matthis Abline,FRA,"FW,MF",19,2003,11,0,107,1.2,1,0,1,1,0,0,0,0,0.84,0.0,0.84,0.84,0.84
FRA-Ligue 1,2223,Rennes,Serhou Guirassy,GUI,FW,26,1996,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Rennes,Steve Mandanda,FRA,GK,37,1985,34,34,3014,33.5,0,1,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03
FRA-Ligue 1,2223,Rennes,Warmed Omari,COM,DF,22,2000,16,15,1363,15.1,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Rennes,Xeka,POR,MF,27,1994,8,6,552,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Adrien Thomasson,FRA,"MF,FW",28,1993,15,10,937,10.4,0,2,2,0,0,0,2,0,0.0,0.19,0.19,0.0,0.19
FRA-Ligue 1,2223,Strasbourg,Alexander Djiku,GHA,DF,27,1994,31,31,2677,29.7,1,2,3,1,0,0,8,1,0.03,0.07,0.1,0.03,0.1
FRA-Ligue 1,2223,Strasbourg,Colin Dagba,FRA,"MF,DF",23,1998,21,12,958,10.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Dany Jean,HAI,MF,19,2002,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Dimitri Liénard,FRA,"MF,DF",34,1988,28,18,1543,17.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Eduard Sobol,UKR,"MF,DF",27,1995,15,9,870,9.7,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1
FRA-Ligue 1,2223,Strasbourg,Franci Bouebari,FRA,MF,18,2003,2,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Frederic Guilbert,FRA,"MF,DF",27,1994,18,17,1461,16.2,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,2223,Strasbourg,Gerzino Nyamsi,CMR,DF,25,1997,20,19,1578,17.5,1,1,2,1,0,0,4,1,0.06,0.06,0.11,0.06,0.11
FRA-Ligue 1,2223,Strasbourg,Habib Diallo,SEN,FW,27,1995,37,32,2879,32.0,20,1,21,17,3,4,4,1,0.63,0.03,0.66,0.53,0.56
FRA-Ligue 1,2223,Strasbourg,Habib Diarra,SEN,"MF,FW",18,2004,29,18,1626,18.1,3,2,5,3,0,0,4,0,0.17,0.11,0.28,0.17,0.28
FRA-Ligue 1,2223,Strasbourg,Ibrahima Sissoko,MLI,MF,24,1997,26,13,1310,14.6,0,2,2,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14
FRA-Ligue 1,2223,Strasbourg,Ismaël Doukouré,FRA,"DF,MF",19,2003,28,25,2297,25.5,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08
FRA-Ligue 1,2223,Strasbourg,Jean-Eudes Aholou,CIV,MF,28,1994,30,16,1300,14.4,3,1,4,3,0,0,4,1,0.21,0.07,0.28,0.21,0.28
FRA-Ligue 1,2223,Strasbourg,Jean-Ricner Bellegarde,HAI,"MF,FW",24,1998,30,29,2419,26.9,2,6,8,2,0,0,5,0,0.07,0.22,0.3,0.07,0.3
FRA-Ligue 1,2223,Strasbourg,Karol Fila,POL,DF,24,1998,2,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Kévin Gameiro,FRA,FW,35,1987,34,23,2098,23.3,10,0,10,9,1,2,1,1,0.43,0.0,0.43,0.39,0.39
FRA-Ligue 1,2223,Strasbourg,Lebo Mothiba,RSA,FW,26,1996,19,3,435,4.8,3,0,3,3,0,0,0,0,0.62,0.0,0.62,0.62,0.62
FRA-Ligue 1,2223,Strasbourg,Lucas Perrin,FRA,DF,23,1998,26,18,1765,19.6,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,2223,Strasbourg,Ludovic Ajorque,FRA,FW,28,1994,13,9,771,8.6,1,0,1,0,1,1,1,0,0.12,0.0,0.12,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Marvin Senaya,GHA,"DF,MF",21,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Matz Sels,BEL,GK,30,1992,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Maxime Le Marchand,FRA,DF,32,1989,26,23,2015,22.4,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Strasbourg,Morgan Sanson,FRA,MF,27,1994,18,18,1419,15.8,1,2,3,1,0,0,1,0,0.06,0.13,0.19,0.06,0.19
FRA-Ligue 1,2223,Strasbourg,Nordine Kandil,FRA,MF,20,2001,7,0,101,1.1,0,1,1,0,0,0,0,0,0.0,0.89,0.89,0.0,0.89
FRA-Ligue 1,2223,Strasbourg,Ronaël Pierre-Gabriel,FRA,"MF,DF",24,1998,14,7,653,7.3,0,1,1,0,0,0,3,0,0.0,0.14,0.14,0.0,0.14
FRA-Ligue 1,2223,Strasbourg,Sanjin Prcić,BIH,MF,28,1993,29,17,1633,18.1,1,1,2,1,0,0,3,1,0.06,0.06,0.11,0.06,0.11
FRA-Ligue 1,2223,Strasbourg,Thomas Delaine,FRA,MF,30,1992,17,13,1069,11.9,0,2,2,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17
FRA-Ligue 1,2223,Strasbourg,Yuito Suzuki,JPN,"FW,MF",20,2001,3,0,36,0.4,1,0,1,1,0,0,0,0,2.5,0.0,2.5,2.5,2.5
FRA-Ligue 1,2223,Toulouse,Ado Onaiwu,JPN,"FW,MF",26,1995,34,9,1082,12.0,2,1,3,2,0,0,0,0,0.17,0.08,0.25,0.17,0.25
FRA-Ligue 1,2223,Toulouse,Anthony Rouault,FRA,DF,21,2001,37,37,3314,36.8,2,1,3,2,0,0,4,1,0.05,0.03,0.08,0.05,0.08
FRA-Ligue 1,2223,Toulouse,Branco van den Boomen,NED,MF,27,1995,35,32,2888,32.1,5,8,13,1,4,4,6,0,0.16,0.25,0.41,0.03,0.28
FRA-Ligue 1,2223,Toulouse,Brecht Dejaegere,BEL,MF,31,1991,30,25,1809,20.1,4,1,5,4,0,0,5,0,0.2,0.05,0.25,0.2,0.25
FRA-Ligue 1,2223,Toulouse,Christian Mawissa,FRA,DF,17,2005,2,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Denis Genreau,AUS,MF,23,1999,20,7,657,7.3,0,1,1,0,0,0,3,0,0.0,0.14,0.14,0.0,0.14
FRA-Ligue 1,2223,Toulouse,Fares Chaïbi,ALG,"MF,FW",19,2002,36,24,2340,26.0,5,5,10,5,0,0,2,0,0.19,0.19,0.38,0.19,0.38
FRA-Ligue 1,2223,Toulouse,Gabriel Suazo,CHI,DF,24,1997,18,14,1259,14.0,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2223,Toulouse,Issiaga Sylla,GUI,DF,28,1994,17,16,1372,15.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Kévin Keben,CMR,"DF,MF",18,2004,11,4,362,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Logan Costa,CPV,DF,21,2001,6,4,415,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Maxime Dupé,FRA,GK,29,1993,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Mikkel Desler,DEN,DF,27,1995,27,26,2257,25.1,1,2,3,1,0,0,5,1,0.04,0.08,0.12,0.04,0.12
FRA-Ligue 1,2223,Toulouse,Moussa Diarra,MLI,DF,21,2000,23,12,1225,13.6,0,1,1,0,0,0,0,0,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2223,Toulouse,Naatan Skyttä,FIN,MF,20,2002,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Nathan N'Goumou,CMR,MF,22,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Oliver Zandén,SWE,MF,20,2001,5,1,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Rafael Ratão,BRA,"FW,MF",26,1995,30,25,1851,20.6,5,4,9,5,0,0,2,0,0.24,0.19,0.44,0.24,0.44
FRA-Ligue 1,2223,Toulouse,Rasmus Nicolaisen,DEN,DF,25,1997,34,34,2995,33.3,0,2,2,0,0,0,7,1,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,2223,Toulouse,Rhys Healey,WAL,FW,27,1994,4,0,64,0.7,2,0,2,2,0,0,1,0,2.81,0.0,2.81,2.81,2.81
FRA-Ligue 1,2223,Toulouse,Saïd Hamulic,BIH,FW,21,2000,6,0,104,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Stijn Spierings,NED,MF,26,1996,36,35,3120,34.7,2,0,2,2,0,0,6,0,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2223,Toulouse,Theocharis Tsingaras,GRE,MF,21,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Thijs Dallinga,NED,FW,21,2000,36,28,2353,26.1,12,1,13,12,0,0,4,0,0.46,0.04,0.5,0.46,0.5
FRA-Ligue 1,2223,Toulouse,Veljko Birmančević,SRB,"MF,FW",24,1998,25,2,444,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Vincent Sierro,SUI,MF,26,1995,15,7,665,7.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Warren Kamanzi,NOR,"DF,MF",21,2000,11,7,665,7.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Yanis Begraoui,MAR,MF,21,2001,3,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Toulouse,Zakaria Aboukhlal,MAR,"MF,FW",22,2000,37,28,2473,27.5,10,5,15,10,0,0,4,0,0.36,0.18,0.55,0.36,0.55
FRA-Ligue 1,2223,Troyes,Abdu Conté,POR,"DF,MF",24,1998,19,15,1315,14.6,1,2,3,1,0,0,0,0,0.07,0.14,0.21,0.07,0.21
FRA-Ligue 1,2223,Troyes,Adil Rami,FRA,DF,36,1985,20,18,1596,17.7,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,2223,Troyes,Alexis Tibidi,FRA,MF,18,2003,3,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Troyes,Amar Ahmed,SWE,FW,18,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Troyes,Andreas Bruus,DEN,"MF,DF",23,1999,27,18,1628,18.1,0,2,2,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11
FRA-Ligue 1,2223,Troyes,Ante Palaversa,CRO,MF,22,2000,2,0,31,0.3,1,0,1,1,0,0,0,0,2.9,0.0,2.9,2.9,2.9
FRA-Ligue 1,2223,Troyes,Derek Mazou-Sacko,FRA,MF,17,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Troyes,Erik Palmer-Brown,USA,DF,25,1997,38,36,3191,35.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2223,Troyes,Florian Tardieu,FRA,MF,30,1992,15,11,1009,11.2,3,0,3,0,3,3,2,0,0.27,0.0,0.27,0.0,0.0
FRA-Ligue 1,2223,Troyes,Gauthier Gallon,FRA,GK,29,1993,30,30,2667,29.6,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
