league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
FRA-Ligue 1,1819,Toulouse,Steven Moreira,CPV,"DF,MF",23,1994,10,10,863,9.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Toulouse,Stéphane Mbia,CMR,"DF,MF",32,1986,5,5,446,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Toulouse,Yann Bodiger,FRA,MF,23,1995,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Toulouse,Yannick Cahuzac,FRA,"MF,DF",33,1985,23,15,1431,15.9,1,0,1,1,0,0,8,1,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,1819,Toulouse,Yaya Sanogo,FRA,FW,25,1993,21,13,1243,13.8,3,0,3,2,1,1,3,0,0.22,0.0,0.22,0.14,0.14
FRA-Ligue 1,1920,Amiens,Alexis Blin,FRA,MF,22,1996,24,21,1841,20.5,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,1920,Amiens,Arturo Calabresi,ITA,DF,23,1996,21,21,1878,20.9,1,1,2,1,0,0,5,0,0.05,0.05,0.1,0.05,0.1
FRA-Ligue 1,1920,Amiens,Aurélien Chedjou,CMR,DF,34,1985,22,22,1971,21.9,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Amiens,Bakaye Dibassy,MLI,DF,29,1989,22,22,1868,20.8,2,0,2,2,0,0,5,1,0.1,0.0,0.1,0.1,0.1
FRA-Ligue 1,1920,Amiens,Bongani Zungu,RSA,MF,26,1992,21,10,992,11.0,1,0,1,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09
FRA-Ligue 1,1920,Amiens,Chadrac Akolo,COD,MF,24,1995,15,5,544,6.0,2,1,3,2,0,0,1,0,0.33,0.17,0.5,0.33,0.5
FRA-Ligue 1,1920,Amiens,Cheick Timite,CIV,MF,21,1997,3,2,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Amiens,Christophe Jallet,FRA,"DF,MF",35,1983,12,10,855,9.5,1,1,2,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21
FRA-Ligue 1,1920,Amiens,Eddy Gnahoré,FRA,MF,25,1993,17,14,1133,12.6,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Amiens,Fousseni Diabaté,MLI,MF,23,1995,20,15,1190,13.2,1,3,4,1,0,0,3,0,0.08,0.23,0.3,0.08,0.3
FRA-Ligue 1,1920,Amiens,Gaël Kakuta,COD,MF,28,1991,24,23,2001,22.2,2,5,7,2,0,0,4,0,0.09,0.22,0.31,0.09,0.31
FRA-Ligue 1,1920,Amiens,Haitam Aleesami,NOR,DF,28,1991,22,21,1916,21.3,1,1,2,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09
FRA-Ligue 1,1920,Amiens,Isaac Mbenza,BEL,MF,23,1996,3,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Amiens,Jack Lahne,ZAM,FW,17,2001,1,0,9,0.1,1,0,1,1,0,0,0,0,10.0,0.0,10.0,10.0,10.0
FRA-Ligue 1,1920,Amiens,Jordan Lefort,MTN,DF,25,1993,10,8,842,9.4,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11
FRA-Ligue 1,1920,Amiens,Juan Ferney Otero,COL,"MF,FW",24,1995,18,14,1202,13.4,1,2,3,1,0,0,0,1,0.07,0.15,0.22,0.07,0.22
FRA-Ligue 1,1920,Amiens,Madih Talal,FRA,MF,21,1997,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Amiens,Mathieu Bodmer,FRA,"DF,MF",36,1982,9,0,88,1.0,1,0,1,1,0,0,1,0,1.02,0.0,1.02,1.02,1.02
FRA-Ligue 1,1920,Amiens,Moussa Konaté,SEN,FW,26,1993,12,6,614,6.8,2,0,2,2,0,1,0,0,0.29,0.0,0.29,0.29,0.29
FRA-Ligue 1,1920,Amiens,Nicholas Opoku,GHA,DF,21,1997,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Amiens,Prince-Désir Gouano,FRA,DF,25,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Amiens,Quentin Cornette,FRA,MF,25,1994,13,3,349,3.9,0,2,2,0,0,0,0,0,0.0,0.52,0.52,0.0,0.52
FRA-Ligue 1,1920,Amiens,Régis Gurtner,FRA,GK,32,1986,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Amiens,Saman Ghoddos,IRN,"MF,FW",25,1993,5,2,231,2.6,1,0,1,1,0,0,1,0,0.39,0.0,0.39,0.39,0.39
FRA-Ligue 1,1920,Amiens,Serhou Guirassy,GUI,FW,23,1996,23,23,1921,21.3,9,2,11,6,3,4,6,0,0.42,0.09,0.52,0.28,0.37
FRA-Ligue 1,1920,Amiens,Stiven Mendoza,COL,MF,27,1992,15,12,1101,12.2,5,0,5,5,0,0,2,0,0.41,0.0,0.41,0.41,0.41
FRA-Ligue 1,1920,Amiens,Thomas Monconduit,FRA,MF,28,1991,19,15,1364,15.2,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Angers,Abdoulaye Bamba,CIV,DF,29,1990,7,6,554,6.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Angers,Angelo Fulgini,NCL,MF,22,1996,20,19,1579,17.5,1,1,2,1,0,0,3,1,0.06,0.06,0.11,0.06,0.11
FRA-Ligue 1,1920,Angers,Antonin Bobichon,FRA,MF,23,1995,11,8,649,7.2,2,1,3,2,0,0,0,0,0.28,0.14,0.42,0.28,0.42
FRA-Ligue 1,1920,Angers,Baptiste Santamaria,FRA,MF,24,1995,28,28,2505,27.8,1,1,2,1,0,0,1,0,0.04,0.04,0.07,0.04,0.07
FRA-Ligue 1,1920,Angers,Casimir Ninga,CHA,"MF,FW",26,1993,16,6,683,7.6,3,1,4,3,0,0,2,1,0.4,0.13,0.53,0.4,0.53
FRA-Ligue 1,1920,Angers,Danijel Petković,MNE,GK,26,1993,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Angers,Farid El Melali,ALG,MF,22,1997,8,4,306,3.4,3,0,3,3,0,0,0,0,0.88,0.0,0.88,0.88,0.88
FRA-Ligue 1,1920,Angers,Ibrahim Cissé,SEN,DF,23,1996,1,1,60,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Angers,Ismaël Traoré,CIV,DF,32,1986,23,23,2052,22.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Angers,Jeff Reine-Adélaïde,FRA,MF,21,1998,1,1,79,0.9,1,1,2,1,0,0,0,0,1.14,1.14,2.28,1.14,2.28
FRA-Ligue 1,1920,Angers,Ludovic Butelle,FRA,GK,36,1983,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Angers,Mateo Pavlović,BIH,DF,29,1990,11,8,812,9.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Angers,Mathias Pereira Lage,POR,MF,22,1996,25,17,1542,17.1,1,3,4,1,0,0,2,0,0.06,0.18,0.23,0.06,0.23
FRA-Ligue 1,1920,Angers,Pierrick Capelle,FRA,"MF,DF",32,1987,24,20,1747,19.4,1,2,3,1,0,0,7,0,0.05,0.1,0.15,0.05,0.15
FRA-Ligue 1,1920,Angers,Rachid Alioui,MAR,FW,27,1992,28,17,1563,17.4,6,1,7,6,0,0,1,0,0.35,0.06,0.4,0.35,0.4
FRA-Ligue 1,1920,Angers,Rayan Aït-Nouri,ALG,DF,18,2001,17,16,1282,14.2,0,2,2,0,0,0,3,0,0.0,0.14,0.14,0.0,0.14
FRA-Ligue 1,1920,Angers,Romain Thomas,FRA,DF,31,1988,27,27,2340,26.0,1,2,3,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12
FRA-Ligue 1,1920,Angers,Sada Thioub,SEN,"MF,FW",24,1995,23,15,1508,16.8,1,2,3,1,0,0,3,0,0.06,0.12,0.18,0.06,0.18
FRA-Ligue 1,1920,Angers,Souleyman Doumbia,CIV,DF,22,1996,5,5,450,5.0,0,1,1,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2
FRA-Ligue 1,1920,Angers,Stéphane Bahoken,CMR,FW,27,1992,20,10,907,10.1,4,0,4,3,1,1,3,0,0.4,0.0,0.4,0.3,0.3
FRA-Ligue 1,1920,Angers,Thomas Mangani,FRA,MF,32,1987,24,21,1871,20.8,2,2,4,2,0,0,0,0,0.1,0.1,0.19,0.1,0.19
FRA-Ligue 1,1920,Angers,Théo Pellenard,FRA,DF,25,1994,8,4,455,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Angers,Vincent Manceau,FRA,DF,30,1989,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Angers,Vincent Pajot,FRA,MF,28,1990,6,1,113,1.3,0,1,1,0,0,0,0,0,0.0,0.8,0.8,0.0,0.8
FRA-Ligue 1,1920,Angers,Wilfried Kanga,CIV,"FW,MF",21,1998,4,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Angers,Zinédine Ould Khaled,FRA,MF,19,2000,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Bordeaux,Albert Lottin,FRA,MF,17,2001,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Bordeaux,Aurélien Tchouaméni,FRA,MF,19,2000,15,13,1110,12.3,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08
FRA-Ligue 1,1920,Bordeaux,Benoît Costil,FRA,GK,32,1987,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Bordeaux,Enock Kwateng,FRA,"DF,MF",22,1997,14,13,983,10.9,0,1,1,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,1920,Bordeaux,François Kamano,GUI,MF,23,1996,11,7,648,7.2,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14
FRA-Ligue 1,1920,Bordeaux,Hwang Ui-jo,KOR,"MF,FW",26,1992,24,19,1633,18.1,6,2,8,6,0,0,2,0,0.33,0.11,0.44,0.33,0.44
FRA-Ligue 1,1920,Bordeaux,Jimmy Briand,FRA,FW,33,1985,22,18,1525,16.9,7,1,8,6,1,1,1,0,0.41,0.06,0.47,0.35,0.41
FRA-Ligue 1,1920,Bordeaux,Jonathan Cafu,BRA,MF,28,1991,3,2,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Bordeaux,Josh Maja,NGA,FW,20,1998,21,6,735,8.2,6,2,8,6,0,0,0,0,0.73,0.24,0.98,0.73,0.98
FRA-Ligue 1,1920,Bordeaux,Laurent Koscielny,FRA,DF,33,1985,25,25,2183,24.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Bordeaux,Loris Benito,SUI,"MF,DF",27,1992,23,21,1896,21.1,1,0,1,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,1920,Bordeaux,Maxime Poundjé,FRA,DF,26,1992,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Bordeaux,Mexer,MOZ,DF,30,1988,19,16,1488,16.5,0,2,2,0,0,0,5,0,0.0,0.12,0.12,0.0,0.12
FRA-Ligue 1,1920,Bordeaux,Nicolas de Préville,FRA,MF,28,1991,24,23,1995,22.2,6,4,10,5,1,1,4,0,0.27,0.18,0.45,0.23,0.41
FRA-Ligue 1,1920,Bordeaux,Otávio,BRA,MF,25,1994,25,25,2211,24.6,2,3,5,2,0,0,6,0,0.08,0.12,0.2,0.08,0.2
FRA-Ligue 1,1920,Bordeaux,Pablo,BRA,DF,28,1991,25,25,2173,24.1,4,0,4,4,0,0,2,0,0.17,0.0,0.17,0.17,0.17
FRA-Ligue 1,1920,Bordeaux,Raoul Bellanova,ITA,DF,19,2000,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Bordeaux,Remi Oudin,FRA,MF,22,1996,8,5,562,6.2,1,1,2,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32
FRA-Ligue 1,1920,Bordeaux,Rubén Pardo,ESP,MF,26,1992,6,1,188,2.1,1,0,1,1,0,0,0,0,0.48,0.0,0.48,0.48,0.48
FRA-Ligue 1,1920,Bordeaux,Samuel Kalu,NGA,MF,21,1997,20,15,1357,15.1,1,1,2,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13
FRA-Ligue 1,1920,Bordeaux,Toma Bašić,CRO,MF,22,1996,15,11,991,11.0,1,3,4,1,0,0,4,0,0.09,0.27,0.36,0.09,0.36
FRA-Ligue 1,1920,Bordeaux,Vukašin Jovanović,SRB,DF,23,1996,9,5,573,6.4,0,1,1,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16
FRA-Ligue 1,1920,Bordeaux,Yacine Adli,FRA,MF,19,2000,21,11,1020,11.3,3,3,6,3,0,0,3,0,0.26,0.26,0.53,0.26,0.53
FRA-Ligue 1,1920,Bordeaux,Yassine Benrahou,FRA,FW,20,1999,6,1,168,1.9,0,2,2,0,0,0,0,0,0.0,1.07,1.07,0.0,1.07
FRA-Ligue 1,1920,Bordeaux,Youssef Aït Bennasser,MAR,MF,23,1996,12,6,536,6.0,0,1,1,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17
FRA-Ligue 1,1920,Bordeaux,Youssouf Sabaly,SEN,"DF,MF",26,1993,12,10,913,10.1,0,1,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1
FRA-Ligue 1,1920,Brest,Alexandre Mendy,GNB,FW,25,1994,20,9,899,10.0,3,1,4,3,0,1,3,0,0.3,0.1,0.4,0.3,0.4
FRA-Ligue 1,1920,Brest,Brendan Chardonnet,FRA,DF,24,1994,12,9,823,9.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Brest,Cristian Battocchio,ITA,MF,27,1992,24,16,1392,15.5,3,1,4,3,0,1,1,0,0.19,0.06,0.26,0.19,0.26
FRA-Ligue 1,1920,Brest,Donovan Léon,GUF,GK,26,1992,2,1,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Brest,Dénys Bain,FRA,DF,26,1993,15,13,1268,14.1,1,0,1,1,0,0,3,1,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,1920,Brest,Ferris N'Goma,FRA,"FW,MF",26,1993,4,0,25,0.3,1,0,1,0,1,1,1,0,3.6,0.0,3.6,0.0,0.0
FRA-Ligue 1,1920,Brest,Gautier Larsonneur,FRA,GK,22,1997,27,27,2397,26.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Brest,Gaëtan Belaud,FRA,DF,32,1986,7,6,580,6.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Brest,Gaëtan Charbonnier,FRA,FW,30,1988,26,23,2065,22.9,4,5,9,4,0,2,5,0,0.17,0.22,0.39,0.17,0.39
FRA-Ligue 1,1920,Brest,Haris Belkebla,ALG,MF,25,1994,23,20,1816,20.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Brest,Hianga'a Mbock,FRA,MF,19,1999,2,1,141,1.6,1,0,1,1,0,0,0,0,0.64,0.0,0.64,0.64,0.64
FRA-Ligue 1,1920,Brest,Hugo Magnetti,FRA,MF,21,1998,8,2,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Brest,Ibrahima Diallo,FRA,MF,20,1999,19,18,1561,17.3,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,1920,Brest,Irvin Cardona,MLT,"FW,MF",21,1997,21,15,1450,16.1,6,3,9,6,0,0,3,0,0.37,0.19,0.56,0.37,0.56
FRA-Ligue 1,1920,Brest,Jean-Charles Castelletto,CMR,DF,24,1995,22,22,1838,20.4,1,0,1,1,0,0,3,1,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,1920,Brest,Jean-Kevin Duverne,HAI,DF,22,1997,14,13,1178,13.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Brest,Julien Faussurier,FRA,DF,32,1987,22,22,1980,22.0,2,3,5,2,0,0,1,0,0.09,0.14,0.23,0.09,0.23
FRA-Ligue 1,1920,Brest,Kévin Mayi,GAB,"FW,MF",26,1993,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Brest,Ludovic Baal,GUF,DF,33,1986,11,9,827,9.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Brest,Mathias Autret,FRA,"MF,FW",28,1991,23,14,1222,13.6,2,3,5,2,0,0,3,0,0.15,0.22,0.37,0.15,0.37
FRA-Ligue 1,1920,Brest,Paul Lasne,FRA,MF,30,1989,19,14,1224,13.6,2,1,3,2,0,0,1,0,0.15,0.07,0.22,0.15,0.22
FRA-Ligue 1,1920,Brest,Romain Perraud,FRA,DF,21,1997,20,19,1670,18.6,0,1,1,0,0,0,1,0,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,1920,Brest,Samuel Grandsir,FRA,MF,22,1996,24,17,1492,16.6,3,1,4,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24
FRA-Ligue 1,1920,Brest,Yoann Court,FRA,"MF,FW",29,1990,23,18,1465,16.3,3,7,10,3,0,0,6,0,0.18,0.43,0.61,0.18,0.61
FRA-Ligue 1,1920,Dijon,Ahmad Ngouyamsa,CHA,"DF,MF",18,2000,1,0,55,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Alfred Gomis,SEN,GK,25,1993,19,19,1619,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Benjamin Jeannot,FRA,MF,27,1992,2,2,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Bruno Ecuele Manga,GAB,DF,31,1988,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Bryan Soumaré,FRA,MF,20,1999,12,4,384,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Didier Ibrahim Ndong,GAB,MF,25,1994,27,27,2386,26.5,0,3,3,0,0,0,5,0,0.0,0.11,0.11,0.0,0.11
FRA-Ligue 1,1920,Dijon,Enzo Loiodice,FRA,MF,18,2000,5,2,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Florent Balmont,FRA,MF,39,1980,11,4,401,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Fouad Chafik,MAR,DF,32,1986,20,18,1528,17.0,0,2,2,0,0,0,1,0,0.0,0.12,0.12,0.0,0.12
FRA-Ligue 1,1920,Dijon,Frédéric Sammaritano,FRA,"MF,FW",33,1986,10,6,518,5.8,1,2,3,1,0,0,0,0,0.17,0.35,0.52,0.17,0.52
FRA-Ligue 1,1920,Dijon,Hamza Mendyl,MAR,DF,21,1997,18,16,1441,16.0,1,0,1,1,0,0,7,1,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,1920,Dijon,Jhonder Cádiz,VEN,"FW,MF",24,1995,17,7,799,8.9,2,2,4,2,0,0,3,0,0.23,0.23,0.45,0.23,0.45
FRA-Ligue 1,1920,Dijon,Jordan Marié,FRA,MF,27,1991,8,1,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Jules Keita,GUI,MF,21,1998,3,1,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Júlio Tavares,CPV,FW,30,1988,23,22,1997,22.2,5,2,7,4,1,1,0,0,0.23,0.09,0.32,0.18,0.27
FRA-Ligue 1,1920,Dijon,Mama Samba Baldé,GNB,"MF,FW",23,1995,24,20,1676,18.6,6,2,8,6,0,0,2,0,0.32,0.11,0.43,0.32,0.43
FRA-Ligue 1,1920,Dijon,Matheus Pereira da Silva,BRA,"MF,FW",21,1998,10,6,465,5.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Mickaël Alphonse,GLP,"DF,MF",30,1989,17,15,1378,15.3,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,1920,Dijon,Mounir Chouiar,FRA,MF,20,1999,20,18,1506,16.7,4,0,4,4,0,0,4,1,0.24,0.0,0.24,0.24,0.24
FRA-Ligue 1,1920,Dijon,Muzinga Ngonda,COD,"DF,MF",24,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Nayef Aguerd,MAR,DF,23,1996,11,11,957,10.6,1,0,1,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09
FRA-Ligue 1,1920,Dijon,Rayan Philippe,FRA,FW,18,2000,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Romain Amalfitano,FRA,MF,29,1989,26,18,1695,18.8,1,1,2,1,0,0,5,0,0.05,0.05,0.11,0.05,0.11
FRA-Ligue 1,1920,Dijon,Rúnar Alex Rúnarsson,ISL,GK,24,1995,11,9,901,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Senou Coulibaly,MLI,DF,24,1994,10,9,666,7.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Dijon,Stephy Mavididi,ENG,"MF,FW",21,1998,24,16,1391,15.5,5,1,6,5,0,0,0,0,0.32,0.06,0.39,0.32,0.39
FRA-Ligue 1,1920,Dijon,Wesley Lautoa,NCL,"MF,DF",31,1987,23,21,1869,20.8,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,1920,Dijon,Yassine Benzia,ALG,MF,24,1994,3,2,173,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Lille,Abou Ouattara,BFA,MF,19,1999,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Lille,Adama Soumaoro,FRA,DF,27,1992,6,4,415,4.6,1,0,1,1,0,0,0,0,0.22,0.0,0.22,0.22,0.22
FRA-Ligue 1,1920,Lille,Benjamin André,FRA,MF,28,1990,26,23,2054,22.8,2,1,3,2,0,0,6,0,0.09,0.04,0.13,0.09,0.13
FRA-Ligue 1,1920,Lille,Boubakary Soumaré,FRA,MF,20,1999,20,15,1213,13.5,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Lille,Cheikh Niasse,SEN,MF,19,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Lille,Domagoj Bradarić,CRO,DF,19,1999,18,16,1419,15.8,0,1,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,1920,Lille,Gabriel Magalhães,BRA,DF,21,1997,24,23,2087,23.2,1,0,1,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04
FRA-Ligue 1,1920,Lille,Jean Onana,CMR,MF,19,2000,1,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Lille,Jonathan Bamba,CIV,MF,23,1996,26,22,1937,21.5,1,4,5,0,1,3,1,0,0.05,0.19,0.23,0.0,0.19
FRA-Ligue 1,1920,Lille,Jonathan Ikone,FRA,"MF,FW",21,1998,28,26,2057,22.9,3,6,9,2,1,1,6,0,0.13,0.26,0.39,0.09,0.35
FRA-Ligue 1,1920,Lille,José Fonte,POR,DF,35,1983,25,25,2205,24.5,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08
FRA-Ligue 1,1920,Lille,Jérémy Pied,FRA,DF,30,1989,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Lille,Loïc Rémy,FRA,FW,32,1987,20,11,963,10.7,7,0,7,7,0,0,2,0,0.65,0.0,0.65,0.65,0.65
FRA-Ligue 1,1920,Lille,Luiz Araújo,BRA,"MF,FW",23,1996,21,7,828,9.2,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33
FRA-Ligue 1,1920,Lille,Mike Maignan,FRA,GK,24,1995,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Lille,Nicolás Gaitán,ARG,"FW,MF",31,1988,4,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Lille,Reinildo Mandava,MOZ,"DF,MF",25,1994,16,12,1110,12.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Lille,Renato Sanches,POR,MF,21,1997,19,16,1483,16.5,3,1,4,3,0,0,3,0,0.18,0.06,0.24,0.18,0.24
FRA-Ligue 1,1920,Lille,Thiago Maia,BRA,MF,22,1997,3,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Lille,Tiago Djaló,POR,DF,19,2000,8,8,661,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1920,Lille,Timothy Weah,USA,MF,19,2000,3,1,85,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
