league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes
FRA-Ligue 1,2223,Strasbourg,2022-08-21 Strasbourg-Reims,2022-08-21,13:00:00,Matchweek 3,Sun,Home,D,1,1,Reims,64,25175,Dimitri Liénard,3-5-2,3-4-1-2,Ruddy Buquet,/en/matches/be90ec61/Strasbourg-Reims-August-21-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-08-27 Auxerre-Strasbourg,2022-08-27,17:00:00,Matchweek 4,Sat,Away,L,0,1,Auxerre,58,16059,Dimitri Liénard,3-5-2,4-1-4-1,Johan Hamel,/en/matches/0bd45b22/Auxerre-Strasbourg-August-27-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-08-31 Strasbourg-Nantes,2022-08-31,19:00:00,Matchweek 5,Wed,Home,D,1,1,Nantes,46,25162,Dimitri Liénard,3-5-2,4-2-3-1,Clément Turpin,/en/matches/6a2fc46c/Strasbourg-Nantes-August-31-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-09-04 Brest-Strasbourg,2022-09-04,15:00:00,Matchweek 6,Sun,Away,D,1,1,Brest,41,11003,Alexander Djiku,3-5-2,4-2-3-1,Bastien Dechepy,/en/matches/a4f51170/Brest-Strasbourg-September-4-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-09-11 Strasbourg-Clermont Foot,2022-09-11,13:00:00,Matchweek 7,Sun,Home,D,0,0,Clermont Foot,43,25089,Alexander Djiku,4-3-1-2,3-4-3,Marc Bollengier,/en/matches/198f2034/Strasbourg-Clermont-Foot-September-11-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-09-17 Montpellier-Strasbourg,2022-09-17,17:00:00,Matchweek 8,Sat,Away,L,1,2,Montpellier,50,10780,Dimitri Liénard,3-5-2,4-2-3-1,Jeremy Stinat,/en/matches/ea79c10f/Montpellier-Strasbourg-September-17-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-10-01 Strasbourg-Rennes,2022-10-01,17:00:00,Matchweek 9,Sat,Home,L,1,3,Rennes,39,25226,Dimitri Liénard,3-5-2,4-4-2,Eric Wattellier,/en/matches/304c5e6e/Strasbourg-Rennes-October-1-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-10-09 Angers-Strasbourg,2022-10-09,15:00:00,Matchweek 10,Sun,Away,W,3,2,Angers,45,8000,Alexander Djiku,3-5-2,4-4-2,Clément Turpin,/en/matches/bc649871/Angers-Strasbourg-October-9-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-10-14 Strasbourg-Lille,2022-10-14,21:00:00,Matchweek 11,Fri,Home,L,0,3,Lille,43,25313,Alexander Djiku,3-5-2,4-2-3-1,Jérémie Pignard,/en/matches/5004b998/Strasbourg-Lille-October-14-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-10-23 Toulouse-Strasbourg,2022-10-23,15:00:00,Matchweek 12,Sun,Away,D,2,2,Toulouse,52,21622,Dimitri Liénard,3-5-2,4-2-3-1,Jeremy Stinat,/en/matches/ef6dff8d/Toulouse-Strasbourg-October-23-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-10-29 Strasbourg-Marseille,2022-10-29,21:00:00,Matchweek 13,Sat,Home,D,2,2,Marseille,50,25687,Adrien Thomasson,3-5-2,3-4-3,Ruddy Buquet,/en/matches/be8af29c/Strasbourg-Marseille-October-29-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-11-05 Ajaccio-Strasbourg,2022-11-05,17:00:00,Matchweek 14,Sat,Away,L,2,4,Ajaccio,51,7203,Alexander Djiku,3-4-3,4-4-2,Mathieu Vernice,/en/matches/ce07c8bb/Ajaccio-Strasbourg-November-5-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-11-13 Strasbourg-Lorient,2022-11-13,17:05:00,Matchweek 15,Sun,Home,D,1,1,Lorient,61,25117,Dimitri Liénard,4-4-2,4-1-4-1,Pierre Gaillouste,/en/matches/d02cfa28/Strasbourg-Lorient-November-13-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-12-28 Paris Saint-Germain-Strasbourg,2022-12-28,21:00:00,Matchweek 16,Wed,Away,L,1,2,Paris Saint-Germain,29,47000,Alexander Djiku,4-4-2◆,4-3-1-2,Clément Turpin,/en/matches/c4b9d773/Paris-Saint-Germain-Strasbourg-December-28-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-01-02 Strasbourg-Troyes,2023-01-02,15:00:00,Matchweek 17,Mon,Home,L,2,3,Troyes,55,25135,Alexander Djiku,4-3-1-2,4-2-3-1,Benoît Millot,/en/matches/f8182d7b/Strasbourg-Troyes-January-2-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-01-11 Strasbourg-Lens,2023-01-11,21:00:00,Matchweek 18,Wed,Home,D,2,2,Lens,35,25624,Dimitri Liénard,5-3-2,3-4-3,François Letexier,/en/matches/e91d3b16/Strasbourg-Lens-January-11-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-01-14 Lyon-Strasbourg,2023-01-14,21:00:00,Matchweek 19,Sat,Away,W,2,1,Lyon,28,38473,Dimitri Liénard,5-3-2,3-4-1-2,Jeremy Stinat,/en/matches/6016edce/Lyon-Strasbourg-January-14-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-01-29 Strasbourg-Toulouse,2023-01-29,15:00:00,Matchweek 20,Sun,Home,L,1,2,Toulouse,54,25196,Alexander Djiku,3-5-2,4-3-3,Willy Delajod,/en/matches/a2c720b1/Strasbourg-Toulouse-January-29-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-02-01 Rennes-Strasbourg,2023-02-01,21:00:00,Matchweek 21,Wed,Away,L,0,3,Rennes,41,26176,Alexander Djiku,5-4-1,4-3-3,Marc Bollengier,/en/matches/cdc46e1d/Rennes-Strasbourg-February-1-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-02-05 Strasbourg-Montpellier,2023-02-05,15:00:00,Matchweek 22,Sun,Home,W,2,0,Montpellier,32,25028,Dimitri Liénard,5-4-1,4-3-3,Stéphanie Frappart,/en/matches/1b074cd2/Strasbourg-Montpellier-February-5-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-02-12 Lille-Strasbourg,2023-02-12,15:00:00,Matchweek 23,Sun,Away,L,0,2,Lille,33,30812,Dimitri Liénard,3-4-3,4-2-3-1,Hakim Ben El Hadj Salem,/en/matches/5bcb2b4d/Lille-Strasbourg-February-12-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-02-18 Strasbourg-Angers,2023-02-18,21:00:00,Matchweek 24,Sat,Home,W,2,1,Angers,37,25062,Dimitri Liénard,3-5-2,4-4-2,François Letexier,/en/matches/7981e432/Strasbourg-Angers-February-18-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-02-26 Clermont Foot-Strasbourg,2023-02-26,15:00:00,Matchweek 25,Sun,Away,D,1,1,Clermont Foot,44,10221,Dimitri Liénard,3-5-2,3-4-3,Willy Delajod,/en/matches/3c41bf64/Clermont-Foot-Strasbourg-February-26-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-03-05 Strasbourg-Brest,2023-03-05,15:00:00,Matchweek 26,Sun,Home,L,0,1,Brest,62,25123,Dimitri Liénard,3-5-2,4-1-4-1,Ruddy Buquet,/en/matches/9971c1e8/Strasbourg-Brest-March-5-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-03-12 Marseille-Strasbourg,2023-03-12,20:45:00,Matchweek 27,Sun,Away,D,2,2,Marseille,59,63380,Dimitri Liénard,3-5-2,3-4-3,Jérémie Pignard,/en/matches/5bd3872f/Marseille-Strasbourg-March-12-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-03-19 Strasbourg-Auxerre,2023-03-19,15:00:00,Matchweek 28,Sun,Home,W,2,0,Auxerre,51,25530,Dimitri Liénard,5-3-2,3-4-3,Eric Wattellier,/en/matches/8c7d3708/Strasbourg-Auxerre-March-19-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-04-02 Monaco-Strasbourg,2023-04-02,17:05:00,Matchweek 29,Sun,Away,L,3,4,Monaco,50,5356,Matz Sels,3-1-4-2,4-4-2,Willy Delajod,/en/matches/87a8aadf/Monaco-Strasbourg-April-2-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-04-07 Lens-Strasbourg,2023-04-07,21:00:00,Matchweek 30,Fri,Away,L,1,2,Lens,45,38223,Alexander Djiku,3-4-3,3-4-3,Pierre Gaillouste,/en/matches/c64ab24a/Lens-Strasbourg-April-7-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-04-16 Strasbourg-Ajaccio,2023-04-16,15:00:00,Matchweek 31,Sun,Home,W,3,1,Ajaccio,43,25130,Alexander Djiku,5-3-2,4-2-3-1,Stéphanie Frappart,/en/matches/c4b417d4/Strasbourg-Ajaccio-April-16-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-04-23 Reims-Strasbourg,2023-04-23,13:00:00,Matchweek 32,Sun,Away,W,2,0,Reims,27,13737,Alexander Djiku,3-4-3,4-2-3-1,Clément Turpin,/en/matches/bd272f62/Reims-Strasbourg-April-23-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-04-28 Strasbourg-Lyon,2023-04-28,21:00:00,Matchweek 33,Fri,Home,L,1,2,Lyon,53,25360,Alexander Djiku,3-4-3,3-1-4-2,Ruddy Buquet,/en/matches/7102beec/Strasbourg-Lyon-April-28-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-05-07 Nantes-Strasbourg,2023-05-07,15:00:00,Matchweek 34,Sun,Away,W,2,0,Nantes,46,28563,Alexander Djiku,3-4-3,3-4-1-2,Benoît Bastien,/en/matches/8411b267/Nantes-Strasbourg-May-7-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-05-13 Strasbourg-Nice,2023-05-13,17:00:00,Matchweek 35,Sat,Home,W,2,0,Nice,39,25147,Matz Sels,3-4-3,4-3-3,Jeremy Stinat,/en/matches/c505aa59/Strasbourg-Nice-May-13-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-05-21 Troyes-Strasbourg,2023-05-21,15:00:00,Matchweek 36,Sun,Away,D,1,1,Troyes,55,9834,Alexander Djiku,3-4-3,3-4-3,Clément Turpin,/en/matches/bfbeee1e/Troyes-Strasbourg-May-21-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-05-27 Strasbourg-Paris Saint-Germain,2023-05-27,21:00:00,Matchweek 37,Sat,Home,D,1,1,Paris Saint-Germain,34,25828,Matz Sels,3-5-1-1,3-5-2,Jérôme Brisard,/en/matches/b78590c5/Strasbourg-Paris-Saint-Germain-May-27-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2023-06-03 Lorient-Strasbourg,2023-06-03,21:00:00,Matchweek 38,Sat,Away,L,1,2,Lorient,47,16351,Matz Sels,3-4-3,3-4-3,Bastien Dechepy,/en/matches/a744a9bd/Lorient-Strasbourg-June-3-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-08-07 Toulouse-Nice,2022-08-07,13:00:00,Matchweek 1,Sun,Home,D,1,1,Nice,46,20567,Branco van den Boomen,4-2-3-1,4-3-3,Johan Hamel,/en/matches/8f2f241b/Toulouse-Nice-August-7-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-08-14 Troyes-Toulouse,2022-08-14,15:00:00,Matchweek 2,Sun,Away,W,3,0,Troyes,68,6000,Brecht Dejaegere,4-2-3-1,5-4-1,Marc Bollengier,/en/matches/f60d97c0/Troyes-Toulouse-August-14-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-08-21 Toulouse-Lorient,2022-08-21,15:00:00,Matchweek 3,Sun,Home,D,2,2,Lorient,52,23862,Brecht Dejaegere,4-3-3,4-2-3-1,Gustavo Correia,/en/matches/8fd476c8/Toulouse-Lorient-August-21-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-08-28 Nantes-Toulouse,2022-08-28,13:00:00,Matchweek 4,Sun,Away,L,1,3,Nantes,50,26574,Brecht Dejaegere,4-2-3-1,4-3-3,Mathieu Vernice,/en/matches/211a8d64/Nantes-Toulouse-August-28-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-08-31 Toulouse-Paris Saint-Germain,2022-08-31,21:00:00,Matchweek 5,Wed,Home,L,0,3,Paris Saint-Germain,38,31700,Branco van den Boomen,3-4-3,3-4-3,Hakim Ben El Hadj Salem,/en/matches/63fb1427/Toulouse-Paris-Saint-Germain-August-31-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-09-04 Clermont Foot-Toulouse,2022-09-04,15:00:00,Matchweek 6,Sun,Away,L,0,2,Clermont Foot,67,10085,Brecht Dejaegere,4-2-3-1,3-4-3,François Letexier,/en/matches/20d46d25/Clermont-Foot-Toulouse-September-4-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-09-11 Toulouse-Reims,2022-09-11,15:00:00,Matchweek 7,Sun,Home,W,1,0,Reims,47,21315,Branco van den Boomen,5-4-1,3-4-1-2,Stéphanie Frappart,/en/matches/9f57e775/Toulouse-Reims-September-11-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-09-17 Lille-Toulouse,2022-09-17,21:00:00,Matchweek 8,Sat,Away,L,1,2,Lille,55,33635,Branco van den Boomen,5-4-1,4-2-3-1,Pierre Gaillouste,/en/matches/00795804/Lille-Toulouse-September-17-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-10-02 Toulouse-Montpellier,2022-10-02,15:00:00,Matchweek 9,Sun,Home,W,4,2,Montpellier,43,21820,Brecht Dejaegere,4-3-3,4-2-3-1,Jérémie Pignard,/en/matches/b53830d8/Toulouse-Montpellier-October-2-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-10-07 Lyon-Toulouse,2022-10-07,21:00:00,Matchweek 10,Fri,Away,D,1,1,Lyon,42,41295,Brecht Dejaegere,4-3-3,4-2-3-1,Ruddy Buquet,/en/matches/3e063ecd/Lyon-Toulouse-October-7-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-10-16 Toulouse-Angers,2022-10-16,13:00:00,Matchweek 11,Sun,Home,W,3,2,Angers,55,21141,Brecht Dejaegere,4-3-3,5-3-2,Benoît Bastien,/en/matches/4b81fd1f/Toulouse-Angers-October-16-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-10-23 Toulouse-Strasbourg,2022-10-23,15:00:00,Matchweek 12,Sun,Home,D,2,2,Strasbourg,48,21622,Brecht Dejaegere,4-2-3-1,3-5-2,Jeremy Stinat,/en/matches/ef6dff8d/Toulouse-Strasbourg-October-23-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-10-28 Lens-Toulouse,2022-10-28,21:00:00,Matchweek 13,Fri,Away,L,0,3,Lens,47,37488,Brecht Dejaegere,4-3-3,3-4-3,Florent Batta,/en/matches/95ff5e13/Lens-Toulouse-October-28-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-11-06 Toulouse-Monaco,2022-11-06,15:00:00,Matchweek 14,Sun,Home,L,0,2,Monaco,49,23005,Brecht Dejaegere,4-3-3,4-2-3-1,Benoît Millot,/en/matches/4c62ed91/Toulouse-Monaco-November-6-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-11-12 Rennes-Toulouse,2022-11-12,21:00:00,Matchweek 15,Sat,Away,L,1,2,Rennes,54,26835,Branco van den Boomen,4-3-3,4-4-2,Willy Delajod,/en/matches/f352bc06/Rennes-Toulouse-November-12-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2022-12-29 Marseille-Toulouse,2022-12-29,21:00:00,Matchweek 16,Thu,Away,L,1,6,Marseille,49,61371,Brecht Dejaegere,4-3-3,3-4-3,Jérémie Pignard,/en/matches/34caf658/Marseille-Toulouse-December-29-2022-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-01-01 Toulouse-Ajaccio,2023-01-01,15:00:00,Matchweek 17,Sun,Home,W,2,0,Ajaccio,63,25957,Brecht Dejaegere,4-3-3,4-4-2,Pierre Gaillouste,/en/matches/0e22e8ba/Toulouse-Ajaccio-January-1-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-01-11 Auxerre-Toulouse,2023-01-11,19:00:00,Matchweek 18,Wed,Away,W,5,0,Auxerre,53,12405,Brecht Dejaegere,4-3-3,4-4-2,Florent Batta,/en/matches/7037273e/Auxerre-Toulouse-January-11-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-01-15 Toulouse-Brest,2023-01-15,15:00:00,Matchweek 19,Sun,Home,D,1,1,Brest,64,20637,Brecht Dejaegere,4-3-3,4-1-4-1,Benoît Millot,/en/matches/10ac929c/Toulouse-Brest-January-15-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-01-29 Strasbourg-Toulouse,2023-01-29,15:00:00,Matchweek 20,Sun,Away,W,2,1,Strasbourg,46,25196,Branco van den Boomen,4-3-3,3-5-2,Willy Delajod,/en/matches/a2c720b1/Strasbourg-Toulouse-January-29-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-02-01 Toulouse-Troyes,2023-02-01,19:00:00,Matchweek 21,Wed,Home,W,4,1,Troyes,56,17725,Brecht Dejaegere,4-3-3,3-5-2,Mathieu Vernice,/en/matches/6226baab/Toulouse-Troyes-February-1-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-02-04 Paris Saint-Germain-Toulouse,2023-02-04,17:00:00,Matchweek 22,Sat,Away,L,1,2,Paris Saint-Germain,39,45000,Brecht Dejaegere,4-3-3,4-4-2,Bastien Dechepy,/en/matches/20d2d2e9/Paris-Saint-Germain-Toulouse-February-4-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-02-12 Toulouse-Rennes,2023-02-12,13:00:00,Matchweek 23,Sun,Home,W,3,1,Rennes,31,21783,Brecht Dejaegere,4-3-3,4-4-2,Jeremy Stinat,/en/matches/65d07eec/Toulouse-Rennes-February-12-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-02-19 Toulouse-Marseille,2023-02-19,20:45:00,Matchweek 24,Sun,Home,L,2,3,Marseille,52,29218,Brecht Dejaegere,4-1-4-1,3-4-3,Stéphanie Frappart,/en/matches/9d43f831/Toulouse-Marseille-February-19-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-02-26 Reims-Toulouse,2023-02-26,15:00:00,Matchweek 25,Sun,Away,L,0,3,Reims,52,12139,Brecht Dejaegere,4-3-3,4-2-3-1,Mathieu Vernice,/en/matches/bf387fea/Reims-Toulouse-February-26-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-03-05 Toulouse-Clermont Foot,2023-03-05,15:00:00,Matchweek 26,Sun,Home,L,0,1,Clermont Foot,51,20620,Brecht Dejaegere,4-2-3-1,3-4-3,Florent Batta,/en/matches/332295d4/Toulouse-Clermont-Foot-March-5-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-03-12 Angers-Toulouse,2023-03-12,15:00:00,Matchweek 27,Sun,Away,W,2,0,Angers,60,6487,Brecht Dejaegere,4-2-3-1,5-3-2,Pierre Gaillouste,/en/matches/7bf37201/Angers-Toulouse-March-12-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-03-18 Toulouse-Lille,2023-03-18,17:00:00,Matchweek 28,Sat,Home,L,0,2,Lille,47,23006,Brecht Dejaegere,4-2-3-1,4-2-3-1,Hakim Ben El Hadj Salem,/en/matches/0659aa2f/Toulouse-Lille-March-18-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-04-02 Brest-Toulouse,2023-04-02,15:00:00,Matchweek 29,Sun,Away,L,1,3,Brest,59,12325,Branco van den Boomen,4-2-3-1,4-1-4-1,Stéphanie Frappart,/en/matches/1b47ccce/Brest-Toulouse-April-2-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-04-09 Montpellier-Toulouse,2023-04-09,15:00:00,Matchweek 30,Sun,Away,W,2,1,Montpellier,49,17283,Brecht Dejaegere,4-2-3-1,4-2-3-1,Florent Batta,/en/matches/444918ba/Montpellier-Toulouse-April-9-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-04-14 Toulouse-Lyon,2023-04-14,21:00:00,Matchweek 31,Fri,Home,L,1,2,Lyon,43,28302,Branco van den Boomen,4-2-3-1,4-3-3,François Letexier,/en/matches/fbcb2095/Toulouse-Lyon-April-14-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-04-23 Lorient-Toulouse,2023-04-23,15:00:00,Matchweek 32,Sun,Away,W,1,0,Lorient,47,15948,Maxime Dupé,4-2-3-1,3-4-3,Marc Bollengier,/en/matches/b1552b3c/Lorient-Toulouse-April-23-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-05-02 Toulouse-Lens,2023-05-02,21:00:00,Matchweek 33,Tue,Home,L,0,1,Lens,46,30866,Maxime Dupé,3-4-3,3-4-3,Bastien Dechepy,/en/matches/b5e2c075/Toulouse-Lens-May-2-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-05-07 Ajaccio-Toulouse,2023-05-07,15:00:00,Matchweek 34,Sun,Away,D,0,0,Ajaccio,61,6735,Brecht Dejaegere,4-2-3-1,4-5-1,Florent Batta,/en/matches/504a857a/Ajaccio-Toulouse-May-7-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-05-14 Toulouse-Nantes,2023-05-14,15:00:00,Matchweek 35,Sun,Home,D,0,0,Nantes,71,27033,Maxime Dupé,4-2-3-1,3-4-1-2,Jérôme Brisard,/en/matches/52ee44a2/Toulouse-Nantes-May-14-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-05-21 Nice-Toulouse,2023-05-21,15:00:00,Matchweek 36,Sun,Away,D,0,0,Nice,49,20041,Maxime Dupé,4-2-3-1,4-3-3,Jérémie Pignard,/en/matches/9250f89a/Nice-Toulouse-May-21-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-05-27 Toulouse-Auxerre,2023-05-27,21:00:00,Matchweek 37,Sat,Home,D,1,1,Auxerre,61,25172,Brecht Dejaegere,4-2-3-1,5-4-1,Mathieu Vernice,/en/matches/e117776e/Toulouse-Auxerre-May-27-2023-Ligue-1,
FRA-Ligue 1,2223,Toulouse,2023-06-03 Monaco-Toulouse,2023-06-03,21:00:00,Matchweek 38,Sat,Away,W,2,1,Monaco,43,5670,Maxime Dupé,5-4-1,4-2-3-1,Stéphanie Frappart,/en/matches/206cb494/Monaco-Toulouse-June-3-2023-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-08-07 Montpellier-Troyes,2022-08-07,15:00:00,Matchweek 1,Sun,Away,L,2,3,Montpellier,46,12003,Florian Tardieu,5-4-1,4-2-3-1,Pierre Gaillouste,/en/matches/e3e9b9b5/Montpellier-Troyes-August-7-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-08-14 Troyes-Toulouse,2022-08-14,15:00:00,Matchweek 2,Sun,Home,L,0,3,Toulouse,32,6000,Florian Tardieu,5-4-1,4-2-3-1,Marc Bollengier,/en/matches/f60d97c0/Troyes-Toulouse-August-14-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-08-19 Lyon-Troyes,2022-08-19,21:00:00,Matchweek 3,Fri,Away,L,1,4,Lyon,34,43000,Adil Rami,5-4-1,4-3-3,Eric Wattellier,/en/matches/a1baf3a5/Lyon-Troyes-August-19-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-08-28 Troyes-Angers,2022-08-28,15:00:00,Matchweek 4,Sun,Home,W,3,1,Angers,49,6673,Adil Rami,5-4-1,3-1-4-2,Stéphanie Frappart,/en/matches/ccccf547/Troyes-Angers-August-28-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-08-31 Monaco-Troyes,2022-08-31,19:00:00,Matchweek 5,Wed,Away,W,4,2,Monaco,49,4045,Florian Tardieu,5-4-1,3-4-1-2,Ruddy Buquet,/en/matches/8b21a4d4/Monaco-Troyes-August-31-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-09-04 Troyes-Rennes,2022-09-04,17:05:00,Matchweek 6,Sun,Home,D,1,1,Rennes,29,8000,Florian Tardieu,5-4-1,4-3-3,Mathieu Vernice,/en/matches/e174ad85/Troyes-Rennes-September-4-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-09-09 Lens-Troyes,2022-09-09,21:00:00,Matchweek 7,Fri,Away,L,0,1,Lens,37,37344,Adil Rami,5-4-1,3-4-3,Hakim Ben El Hadj Salem,/en/matches/953fed3d/Lens-Troyes-September-9-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-09-18 Clermont Foot-Troyes,2022-09-18,15:00:00,Matchweek 8,Sun,Away,W,3,1,Clermont Foot,41,10753,Gauthier Gallon,5-4-1,3-4-3,Jérôme Brisard,/en/matches/4724678c/Clermont-Foot-Troyes-September-18-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-10-02 Troyes-Reims,2022-10-02,15:00:00,Matchweek 9,Sun,Home,D,2,2,Reims,67,10164,Florian Tardieu,5-3-2,3-4-1-2,Benoît Millot,/en/matches/1cbd26d0/Troyes-Reims-October-2-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-10-09 Nice-Troyes,2022-10-09,15:00:00,Matchweek 10,Sun,Away,L,2,3,Nice,39,18053,Adil Rami,5-4-1,3-4-3,Johan Hamel,/en/matches/d77bb56e/Nice-Troyes-October-9-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-10-16 Troyes-Ajaccio,2022-10-16,15:00:00,Matchweek 11,Sun,Home,D,1,1,Ajaccio,50,7731,Adil Rami,3-4-3,4-4-2,Jérôme Brisard,/en/matches/6ad88cc9/Troyes-Ajaccio-October-16-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-10-23 Troyes-Lorient,2022-10-23,15:00:00,Matchweek 12,Sun,Home,D,2,2,Lorient,43,10000,Erik Palmer-Brown,5-4-1,4-2-3-1,Marc Bollengier,/en/matches/58eb4a20/Troyes-Lorient-October-23-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-10-29 Paris Saint-Germain-Troyes,2022-10-29,17:00:00,Matchweek 13,Sat,Away,L,3,4,Paris Saint-Germain,33,47000,Gauthier Gallon,5-4-1,4-3-3,Eric Wattellier,/en/matches/0706f45a/Paris-Saint-Germain-Troyes-October-29-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-11-04 Troyes-Auxerre,2022-11-04,21:00:00,Matchweek 14,Fri,Home,D,1,1,Auxerre,50,12689,Gauthier Gallon,3-4-1-2,4-4-2,Pierre Gaillouste,/en/matches/c138eba8/Troyes-Auxerre-November-4-2022-Ligue-1,
FRA-Ligue 1,2223,Troyes,2022-11-13 Brest-Troyes,2022-11-13,15:00:00,Matchweek 15,Sun,Away,L,1,2,Brest,46,10642,Yoann Salmier,3-4-3,4-3-3,Ruddy Buquet,/en/matches/8067e5e7/Brest-Troyes-November-13-2022-Ligue-1,
